configuration,problem,model,data_file,status,time,peakDepth,nodes,variables,intVars,boolVariables,objective,propagations,initTime,method,baseMem,restarts,nSolutions,flatBoolVars,randomSeed,evaluatedHalfReifiedConstraints,flatIntConstraints,solver_objective,backjumps,solveTime,flatIntVars,nogoods,flatTime,peakMem,flatBoolConstraints,failures,run,trailMem,eliminatedImplications,paths,propagators,optTime,evaluatedReifiedConstraints
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta61_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta61_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5295841917396,,,,,,-19496,,,minimize,,,75,3050,,2050,9116,,,,4046,,1.00289,,4000,,MaxEff,,1050,0,,,2000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta54_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta54_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6938205156475,763,2707973,329323,3052,326269,-15857,298132134,0.141,minimize,0.0,60,60,2300,-582919333,1550,6866,-15857,2010962,1199.228,3051,650898,0.772819,0.0,3000,650898,MaxEff,0.94,800,0,3817,12.352,1500
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta73_10a_alloc1_MaxEffGini.dzn,SATISFIED,1201.3987749163061,2020,7221831,1485046,8096,1476948,-45333,751643019,0.384,minimize,0.0,148,148,6100,1189581026,4100,18214,-45333,6580520,1198.051,8094,341509,1.95428,0.0,8000,341509,MaxEff,3.16,2100,0,10108,1192.975,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta74_8a_alloc1_MaxEffGini.dzn,SATISFIED,1201.4756106846035,2020,1913609,1610781,8088,1602691,-47213,194398450,0.386,minimize,0.0,123,123,6100,-1005089817,4100,18207,-47213,1407604,1197.973,8087,256358,2.03009,0.0,8000,256358,MaxEff,3.16,2100,0,10094,619.864,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta40_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta40_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5041388049722,456,4386612,167818,1830,165986,-7212,418332021,0.081,minimize,0.0,20,20,1380,-188657840,930,4123,-7212,3241744,1199.477,1828,1135404,0.520626,0.0,1800,1135404,MaxEff,0.63,480,0,2291,405.83,900
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta40_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta40_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5211541950703,457,4580860,168239,1829,166408,-7212,438445689,0.084,minimize,0.0,20,20,1380,-1972391243,930,4123,-7212,3384247,1199.476,1828,1187202,0.523316,0.0,1800,1187202,MaxEff,0.63,480,0,2291,381.13,900
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta58_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta58_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6013619750738,763,3598014,295544,3057,292485,-16354,298966165,0.142,minimize,0.0,55,55,2300,-1684228179,1550,6870,-16354,2780881,1199.238,3055,774791,0.761542,0.0,3000,774791,MaxEff,0.94,800,0,3825,7.333,1500
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta35_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta35_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5160913225263,459,3411657,207839,1831,206006,-8448,402523458,0.082,minimize,0.0,34,34,1380,-1477497497,930,4124,-8448,2409381,1199.487,1829,986461,0.512067,0.0,1800,986461,MaxEff,0.94,480,0,2293,418.274,900
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta59_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta59_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6128278393298,761,5003163,215054,3050,212002,-14640,291829967,0.138,minimize,0.0,44,44,2300,2067885070,1550,6864,-14640,3578333,1199.227,3049,1390815,0.773461,0.0,3000,1390815,MaxEff,0.94,800,0,3813,5.117,1500
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta73_8a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7083649039268,,,,,,-44315,,,minimize,,,296,6100,,4100,18212,,,,8092,,1.96899,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta62_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta62_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.474319519475,,,,,,-18572,,,minimize,,,67,3050,,2050,9120,,,,4050,,1.0741,,4000,,MaxEff,,1050,0,,,2000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta65_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta65_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.50009528175,,,,,,-18669,,,minimize,,,60,3050,,2050,9115,,,,4045,,1.00699,,4000,,MaxEff,,1050,0,,,2000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta74_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6852393113077,,,,,,-47213,,,minimize,,,121,6100,,4100,18204,,,,8084,,1.87147,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta43_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta43_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.4080275092274,,,,,,-9869,,,minimize,,,28,1830,,1230,5475,,,,2425,,0.648444,,2400,,MaxEff,,630,0,,,1200
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta67_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta67_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7380366008729,1010,1563567,349528,4049,345477,-18895,291764658,0.187,minimize,0.0,40,40,3050,2125982883,2050,9117,-18895,1042426,1198.983,4047,480048,1.01465,0.0,4000,480048,MaxEff,0.94,1050,0,5064,38.757,2000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta63_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta63_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.512402633205,,,,,,-16978,,,minimize,,,38,3050,,2050,9119,,,,4049,,1.01404,,4000,,MaxEff,,1050,0,,,2000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta37_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta37_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5105200503021,461,3606844,166029,1835,164192,-8284,417832154,0.084,minimize,0.0,25,25,1380,-1035400859,930,4128,-8284,2490073,1199.485,1833,1105040,0.516077,0.0,1800,1105040,MaxEff,0.63,480,0,2301,174.996,900
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta75_5a_alloc1_MaxEffGini.dzn,SATISFIED,1201.3389552384615,2019,3560150,1399436,8085,1391349,-44353,374696761,0.374,minimize,0.0,130,130,6100,-1931044633,4100,18203,-44353,2913661,1198.128,8083,382920,1.87922,0.0,8000,382920,MaxEff,3.16,2100,0,10086,326.664,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta78_7a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6729964241385,,,,,,-43882,,,minimize,,,146,6100,,4100,18208,,,,8088,,1.8635,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta52_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta52_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.525607747957,,,,,,-14935,,,minimize,,,36,2300,,1550,6864,,,,3049,,0.766534,,3000,,MaxEff,,800,0,,,1500
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta43_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta43_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.555114587769,607,3566591,280595,2427,278166,-9869,602850341,0.109,minimize,0.0,28,28,1830,307580827,1230,5475,-9869,3213044,1199.347,2425,337312,0.651053,0.0,2400,337312,MaxEff,0.94,630,0,3040,888.162,1200
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta52_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta52_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5553223062307,,,,,,-15141,,,minimize,,,43,2300,,1550,6863,,,,3048,,0.824065,,3000,,MaxEff,,800,0,,,1500
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta76_8a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6748574860394,,,,,,-44031,,,minimize,,,204,6100,,4100,18207,,,,8087,,2.01443,,8000,,MaxEff,,2100,0,,,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta51_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta51_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6093554981053,763,3971087,217608,3052,214554,-14795,287023306,0.143,minimize,0.0,47,47,2300,287403651,1550,6866,-14795,2614333,1199.2,3051,1320375,0.797988,0.0,3000,1320375,MaxEff,0.94,800,0,3817,4.958,1500
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta52_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta52_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.600434359163,762,5801377,249330,3050,246278,-15141,225491458,0.139,minimize,0.0,43,43,2300,-1334392878,1550,6863,-15141,4774563,1199.226,3048,993491,0.771077,0.0,3000,993491,MaxEff,0.94,800,0,3811,2.571,1500
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta79_6a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6707907915115,,,,,,-44118,,,minimize,,,255,6100,,4100,18206,,,,8086,,1.88575,,8000,,MaxEff,,2100,0,,,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta42_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta42_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5707344319671,606,3284644,271393,2432,268959,-10790,578196112,0.111,minimize,0.0,29,29,1830,1461489781,1230,5481,-10790,2737759,1199.354,2431,529583,0.646435,0.0,2400,529583,MaxEff,0.94,630,0,3052,1145.725,1200
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta77_8a_alloc1_MaxEffGini.dzn,SATISFIED,1201.429707866162,2019,1828048,1300280,8098,1292180,-43567,194122603,0.388,minimize,0.0,100,100,6100,96453628,4100,18216,-43567,1355405,1198.104,8096,269417,1.89446,0.0,8000,269417,MaxEff,3.16,2100,0,10112,706.572,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta43_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta43_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.59185221605,609,3392517,279489,2426,277061,-9869,578374228,0.112,minimize,0.0,28,28,1830,-1263886429,1230,5475,-9869,3037204,1199.357,2425,339108,0.642588,0.0,2400,339108,MaxEff,0.94,630,0,3040,899.046,1200
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta57_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta57_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.4230273980647,,,,,,-16384,,,minimize,,,81,2300,,1550,6865,,,,3050,,0.774348,,3000,,MaxEff,,800,0,,,1500
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta62_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta62_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.783076575026,1013,2976022,474024,4052,469970,-19384,383964275,0.186,minimize,0.0,53,53,3050,-1721365112,2050,9120,-19384,2433458,1198.994,4050,488358,1.00332,0.0,4000,488358,MaxEff,1.41,1050,0,5070,400.613,2000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta75_9a_alloc1_MaxEffGini.dzn,SATISFIED,1201.069808844477,2014,6998140,525056,8089,516965,-21343,749607329,0.383,minimize,0.0,62,62,6100,-1226500221,4100,18207,-21343,6561824,1198.121,8087,310013,1.87821,0.0,8000,310013,MaxEff,1.41,2100,0,10094,1061.228,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta59_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta59_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.4549765400589,,,,,,-14640,,,minimize,,,44,2300,,1550,6864,,,,3049,,0.77094,,3000,,MaxEff,,800,0,,,1500
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta36_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta36_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.4061933178455,,,,,,-8472,,,minimize,,,30,1380,,930,4127,,,,1832,,0.513959,,1800,,MaxEff,,480,0,,,900
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta55_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta55_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.587248224765,762,7616155,198919,3051,195866,-12972,227808236,0.139,minimize,0.0,46,46,2300,-30577862,1550,6864,-12972,5820869,1199.222,3049,1759707,0.775747,0.0,3000,1759707,MaxEff,0.63,800,0,3813,2.448,1500
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta50_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta50_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.4102108124644,,,,,,-9465,,,minimize,,,38,1830,,1230,5483,,,,2433,,0.645653,,2400,,MaxEff,,630,0,,,1200
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta46_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta46_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.419922504574,,,,,,-10385,,,minimize,,,18,1830,,1230,5481,,,,2431,,0.649092,,2400,,MaxEff,,630,0,,,1200
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta73_7a_alloc1_MaxEffGini.dzn,SATISFIED,1201.3038165066391,2019,1528296,1277325,8093,1269230,-45238,183411298,0.378,minimize,0.0,117,117,6100,1601453959,4100,18211,-45238,1017896,1198.115,8091,272980,1.89049,0.0,8000,272980,MaxEff,3.16,2100,0,10102,1159.307,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta78_6a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6777306310833,,,,,,-43882,,,minimize,,,223,6100,,4100,18207,,,,8087,,1.88002,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta57_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta57_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.390296265483,,,,,,-16104,,,minimize,,,60,2300,,1550,6863,,,,3048,,0.805609,,3000,,MaxEff,,800,0,,,1500
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta79_7a_alloc1_MaxEffGini.dzn,SATISFIED,1201.367155779153,2022,1612092,1401846,8088,1393756,-44118,208312740,0.385,minimize,0.0,125,125,6100,-2055210228,4100,18207,-44118,1072863,1197.987,8087,285338,2.01182,0.0,8000,285338,MaxEff,3.16,2100,0,10094,235.688,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta79_10a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6930608265102,,,,,,-32338,,,minimize,,,238,6100,,4100,18210,,,,8090,,2.02691,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta31_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta31_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.3877750225365,,,,,,-8013,,,minimize,,,21,1380,,930,4124,,,,1829,,0.513478,,1800,,MaxEff,,480,0,,,900
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta78_8a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6959905121475,,,,,,-45610,,,minimize,,,189,6100,,4100,18209,,,,8089,,1.89307,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta73_8a_alloc1_MaxEffGini.dzn,SATISFIED,1200.9986758120358,2011,16420820,338971,8094,330875,-15226,816165497,0.379,minimize,0.0,32,32,6100,-154603577,4100,18212,-15226,15667297,1198.118,8092,687554,1.88033,0.0,8000,687554,MaxEff,0.94,2100,0,10104,187.532,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta56_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta56_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.660966720432,765,3138015,286028,3048,282978,-15950,255578245,0.143,minimize,0.0,48,48,2300,-319177380,1550,6862,-15950,2295703,1199.23,3047,805157,0.767933,0.0,3000,805157,MaxEff,0.94,800,0,3809,9.628,1500
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta31_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta31_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.4986877776682,459,3477689,189976,1829,188145,-8086,458639894,0.085,minimize,0.0,23,23,1380,-1344914210,930,4123,-8086,2441849,1199.488,1828,1025072,0.510267,0.0,1800,1025072,MaxEff,0.63,480,0,2291,747.678,900
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta70_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta70_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7599681951106,1013,2085840,399471,4046,395423,-20191,317770469,0.186,minimize,0.0,58,58,3050,846961296,2050,9114,-20191,1517597,1198.986,4044,508960,1.012389,0.0,4000,508960,MaxEff,1.41,1050,0,5058,1000.75,2000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta74_7a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6709967199713,,,,,,-47213,,,minimize,,,187,6100,,4100,18206,,,,8086,,1.87883,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta40_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta40_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.3970525860786,,,,,,-7911,,,minimize,,,18,1380,,930,4124,,,,1829,,0.514144,,1800,,MaxEff,,480,0,,,900
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta43_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta43_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5502854268998,605,3349479,274802,2427,272373,-9325,553773616,0.113,minimize,0.0,23,23,1830,-977308181,1230,5476,-9325,2977347,1199.386,2426,358988,0.612458,0.0,2400,358988,MaxEff,0.94,630,0,3042,946.294,1200
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta80_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7414761930704,,,,,,-42044,,,minimize,,,148,6100,,4100,18208,,,,8088,,1.88683,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta72_5a_alloc1_MaxEffGini.dzn,SATISFIED,1201.363349210471,2018,1899571,1525425,8088,1517335,-44181,189462852,0.381,minimize,0.0,159,159,6100,-1462269902,4100,18206,-44181,1279943,1198.088,8086,297818,1.92033,0.0,8000,297818,MaxEff,3.16,2100,0,10092,425.262,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta37_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta37_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5100688561797,461,3745700,167156,1834,165320,-8284,418758624,0.085,minimize,0.0,26,26,1380,1215796928,930,4127,-8284,2632846,1199.488,1832,1100631,0.510209,0.0,1800,1100631,MaxEff,0.63,480,0,2299,233.246,900
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta47_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta47_3a_alloc1_MaxEffGini.dzn,OPTIMAL_SOLUTION,180.47792343050241,602,665864,244920,2432,242486,-9646,90517223,0.114,minimize,0.0,31,31,1830,768410584,1230,5481,-9646,564601,179.296,2431,87700,0.616992,0.0,2400,87700,MaxEff,0.63,630,0,3052,149.873,1200
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta47_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta47_3a_alloc1_MaxEffGini.dzn,OPTIMAL_SOLUTION,179.1024719811976,602,698920,246787,2433,244352,-9646,98788767,0.112,minimize,0.0,31,31,1830,1616193363,1230,5481,-9646,601880,177.929,2431,83491,0.646964,0.0,2400,83491,MaxEff,0.63,630,0,3052,144.9,1200
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta65_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta65_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.795701265335,1014,1948791,353835,4046,349787,-18669,323382885,0.187,minimize,0.0,60,60,3050,-576231167,2050,9115,-18669,1221607,1198.987,4045,665732,1.01003,0.0,4000,665732,MaxEff,1.41,1050,0,5060,259.276,2000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta37_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta37_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5734209008515,462,3579133,166113,1834,164277,-8284,421355429,0.086,minimize,0.0,25,25,1380,-1314699301,930,4128,-8284,2471527,1199.482,1833,1095845,0.515557,0.0,1800,1095845,MaxEff,0.63,480,0,2301,175.34,900
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta75_10a_alloc1_MaxEffGini.dzn,SATISFIED,1200.656514711678,,,,,,-44353,,,minimize,,,126,6100,,4100,18208,,,,8088,,1.86873,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta70_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta70_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7517031487077,1013,2920897,351930,4047,347881,-19299,275438479,0.189,minimize,0.0,48,48,3050,599079921,2050,9115,-19299,2347429,1198.964,4045,524209,1.03887,0.0,4000,524209,MaxEff,0.94,1050,0,5060,10.63,2000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta63_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta63_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.8866621032357,1015,2872434,385841,4051,381788,-17966,271206864,0.189,minimize,0.0,85,85,3050,-147777744,2050,9120,-17966,2138701,1198.949,4050,646964,1.04937,0.0,4000,646964,MaxEff,0.94,1050,0,5070,211.125,2000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta69_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta69_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.8466211166233,1017,2883683,417834,4049,413783,-21599,254892908,0.19,minimize,0.0,56,56,3050,515627848,2050,9118,-21599,2199645,1198.997,4048,626632,1.00067,0.0,4000,626632,MaxEff,1.41,1050,0,5066,712.374,2000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta61_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta61_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7484869826585,1016,2273290,360524,4045,356477,-19457,378592685,0.19,minimize,0.0,64,64,3050,-570143995,2050,9114,-19457,1621065,1198.997,4044,586702,1.0019,0.0,4000,586702,MaxEff,1.41,1050,0,5058,9.067,2000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta36_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta36_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5027543324977,459,3312521,186945,1835,185108,-8773,437376963,0.084,minimize,0.0,21,21,1380,-75156425,930,4128,-8773,2423871,1199.476,1833,878806,0.524115,0.0,1800,878806,MaxEff,0.63,480,0,2301,1161.514,900
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta61_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta61_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7440182697028,1013,2136253,384785,4047,380736,-19606,310600816,0.188,minimize,0.0,53,53,3050,-329582812,2050,9115,-19606,1511810,1198.999,4045,570076,1.00417,0.0,4000,570076,MaxEff,0.94,1050,0,5060,226.925,2000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta69_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta69_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.8540774919093,1016,2771210,415679,4051,411626,-21599,252279252,0.189,minimize,0.0,49,49,3050,1645870901,2050,9119,-21599,2090733,1198.976,4049,630180,1.02299,0.0,4000,630180,MaxEff,1.41,1050,0,5068,658.831,2000
