configuration,problem,model,data_file,status,time,restarts,intVars,run,initTime,solveTime,method,flatTime,backjumps,optTime,nSolutions,solver_objective,flatIntConstraints,objective,baseMem,trailMem,eliminatedImplications,flatBoolVars,flatBoolConstraints,failures,nogoods,nodes,propagations,peakDepth,propagators,paths,flatIntVars,evaluatedHalfReifiedConstraints,randomSeed,boolVariables,evaluatedReifiedConstraints,peakMem,variables
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta69_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_4a_alloc1_MinDis.dzn,SATISFIED,1200.7435236014426,13,4064,MinDis_dcmp,0.189,1198.983,minimize,1.01533,2336398,3.079,13,256,9132,256,0.0,1.41,1050,3050,4000,680948,680948,3031337,264307387,1015,5087,0,4062,2050,2064933200,345958,2000,0.0,350024
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta51_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_3a_alloc1_MinDis.dzn,SATISFIED,1200.5970993768424,8,3059,MinDis_dcmp,0.137,1199.228,minimize,0.772629,4744084,1.746,8,1425,6872,1425,0.0,0.94,800,2300,3000,1285431,1285431,6036276,227198036,763,3825,0,3057,1550,-1213587685,213654,1500,0.0,216715
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta58_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_5a_alloc1_MinDis.dzn,SATISFIED,1200.66845824942,16,3078,MinDis_dcmp,0.139,1199.218,minimize,0.78085,6653288,49.684,16,442,6891,442,0.0,0.94,800,2300,3000,891600,891600,7557717,203390744,763,3856,0,3076,1550,1616730681,367003,1500,0.0,370083
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta54_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_5a_alloc1_MinDis.dzn,SATISFIED,1200.6798083204776,47,3075,MinDis_dcmp,0.139,1199.182,minimize,0.818218,2190217,164.315,47,1040,6888,1040,0.0,1.41,800,2300,3000,137962,137962,2364108,233210804,761,3850,0,3073,1550,-2126176509,436302,1500,0.0,439379
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta45_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta45_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,68.5897892601788,10,2432,MinDis_dcmp,0.11,67.367,minimize,0.652671,251412,67.307,10,0,5480,0,0.0,0.63,630,1830,2400,47173,47173,304356,35065894,611,3048,0,2430,1230,2022081608,248690,1200,0.0,251124
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta45_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta45_3a_alloc1_MinDis.dzn,SATISFIED,1200.5832265168428,7,2437,MinDis_dcmp,0.111,1199.382,minimize,0.617945,2185931,859.387,7,338,5485,338,0.0,0.94,630,1830,2400,557943,557943,2748151,449953786,604,3056,0,2435,1230,1192181156,296162,1200,0.0,298601
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta34_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta34_3a_alloc1_MinDis.dzn,SATISFIED,1200.550578435883,8,1842,MinDis_dcmp,0.084,1199.487,minimize,0.514803,2216372,834.378,8,448,4135,448,0.0,0.94,480,1380,1800,917348,917348,3137668,399667417,461,2311,0,1840,930,458372656,224505,900,0.0,226349
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta60_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_3a_alloc1_MinDis.dzn,SATISFIED,1200.574843224138,9,3060,MinDis_dcmp,0.136,1199.187,minimize,0.811044,5532638,335.686,9,743,6873,743,0.0,0.94,800,2300,3000,1105274,1105274,6645451,271237118,764,3827,0,3058,1550,-1326948733,230486,1500,0.0,233548
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_9a_alloc1_MinDis.dzn,SATISFIED,1201.5809111967683,16,8165,MinDis_dcmp,0.386,1198.119,minimize,1.90208,1093180,544.429,16,1330,18283,1330,0.0,4.75,2100,6100,8000,46384,46384,1173142,297263979,2020,10209,0,8163,4100,2101314061,1203571,4000,0.0,1211738
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_8a_alloc1_MinDis.dzn,SATISFIED,1201.3963624183089,21,8148,MinDis_dcmp,0.385,1198.109,minimize,1.89348,1259923,218.098,21,1502,18266,1502,0.0,2.11,2100,6100,8000,52545,52545,1356164,335261675,2020,10183,0,8146,4100,-27920804,1151062,4000,0.0,1159212
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta37_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta37_3a_alloc1_MinDis.dzn,SATISFIED,1200.5291833393276,3,1842,MinDis_dcmp,0.084,1199.485,minimize,0.514466,2507552,233.798,3,457,4135,457,0.0,0.63,480,1380,1800,998939,998939,3508182,395699135,461,2311,0,1840,930,1847203985,164787,900,0.0,166631
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_7a_alloc1_MinDis.dzn,SATISFIED,1201.4367677755654,50,8130,MinDis_dcmp,0.377,1198.122,minimize,1.90473,1396927,738.129,50,151,18248,151,0.0,2.11,2100,6100,8000,59647,59647,1558562,336294555,2018,10154,0,8128,4100,-1583087584,1402899,4000,0.0,1411031
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_6a_alloc1_MinDis.dzn,SATISFIED,1201.402430607006,41,8122,MinDis_dcmp,0.381,1198.088,minimize,1.92351,1634725,1053.137999,41,894,18240,894,0.0,2.11,2100,6100,8000,72643,72643,1791049,396397259,2017,10144,0,8120,4100,-1760968236,1268274,4000,0.0,1276398
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta69_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,19.29570373147726,21,4057,MinDis_dcmp,0.187,17.576,minimize,1.02267,120005,17.558,21,0,9125,0,0.0,0.94,1050,3050,4000,6692,6692,147536,14295724,1015,5076,0,4055,2050,-1748271903,324223,2000,0.0,328282
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta50_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta50_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,252.30629083700478,23,2442,MinDis_dcmp,0.113,251.122,minimize,0.60977,797669,239.457,23,9,5490,9,0.0,0.63,630,1830,2400,75287,75287,883427,99599726,604,3066,0,2440,1230,469332560,404181,1200,0.0,406625
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta56_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta56_5a_alloc1_MinDis.dzn,SATISFIED,1200.595384184271,28,3071,MinDis_dcmp,0.139,1199.187,minimize,0.810017,4864984,4.536,28,54,6884,54,0.0,0.94,800,2300,3000,1012253,1012253,5899167,213515278,764,3842,0,3069,1550,-459563307,337277,1500,0.0,340350
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_8a_alloc1_MinDis.dzn,SATISFIED,1201.3808417152613,32,8155,MinDis_dcmp,0.389,1198.132,minimize,1.89455,1350512,628.132,32,732,18273,732,0.0,2.11,2100,6100,8000,55736,55736,1472116,319885803,2019,10197,0,8153,4100,1906287434,1244852,4000,0.0,1253009
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_9a_alloc1_MinDis.dzn,SATISFIED,1201.3868780136108,13,8167,MinDis_dcmp,0.371,1198.118,minimize,1.89405,1113521,638.175,13,1181,18285,1181,0.0,3.16,2100,6100,8000,49737,49737,1190734,327703608,2016,10213,0,8165,4100,-1952040691,1037979,4000,0.0,1046148
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta62_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_5a_alloc1_MinDis.dzn,SATISFIED,1200.795158535242,2,4073,MinDis_dcmp,0.187,1198.982,minimize,1.016559,1964116,312.208,2,2499,9141,2499,0.0,0.94,1050,3050,4000,674761,674761,2641735,304810592,1007,5101,0,4071,2050,-426372551,433399,2000,0.0,437474
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta48_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_3a_alloc1_MinDis.dzn,SATISFIED,1200.652127057314,11,2440,MinDis_dcmp,0.112,1199.37,minimize,0.628546,2529959,283.398,11,25,5488,25,0.0,0.94,630,1830,2400,282800,282800,2818669,443566288,604,3062,0,2438,1230,-971453628,449671,1200,0.0,452113
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_5a_alloc1_MinDis.dzn,SATISFIED,1201.3537459801883,46,8108,MinDis_dcmp,0.376,1198.104,minimize,1.90137,1863415,1192.551,46,123,18226,123,0.0,2.11,2100,6100,8000,83126,83126,2040568,457304592,2020,10121,0,8106,4100,-1134046248,1297573,4000,0.0,1305683
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_5a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,911.8421662226319,66,8109,MinDis_dcmp,0.382,908.516,minimize,1.89014,1890016,908.425,66,0,18227,0,0.0,2.11,2100,6100,8000,66937,66937,2089060,362539347,2020,10123,0,8107,4100,-940931593,1425202,4000,0.0,1433313
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta40_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta40_3a_alloc1_MinDis.dzn,UNKNOWN,1200.4935351852328,0,1838,MinDis_dcmp,0.08,1199.483,minimize,0.515582,2254583,0.0,0,-1,4131,,0.0,0.94,480,1380,1800,1061798,1061798,3316708,467437347,454,2303,0,1836,930,-9101600,182373,900,0.0,184213
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_9a_alloc1_MinDis.dzn,SATISFIED,1201.4181005731225,8,8163,MinDis_dcmp,0.39,1198.105,minimize,1.9015,1500769,1053.378999,8,1609,18281,1609,0.0,2.11,2100,6100,8000,66240,66240,1584496,336037568,2020,10205,0,8161,4100,32372110,952916,4000,0.0,961081
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta61_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta61_5a_alloc1_MinDis.dzn,SATISFIED,1200.9614251423627,52,4069,MinDis_dcmp,0.189,1198.986,minimize,1.01308,1825475,212.644,52,1,9137,1,0.0,1.41,1050,3050,4000,339027,339027,2216810,396035640,1014,5093,0,4067,2050,412908384,855475,2000,0.0,859546
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_10a_alloc1_MinDis.dzn,UNKNOWN,1201.7439236342907,0,8191,MinDis_dcmp,0.392,1198.04,minimize,1.96477,932899,0.0,0,-1,18309,,0.0,7.12,2100,6100,8000,36598,36598,970805,173183770,2004,10252,0,8189,4100,-967918728,1155318,4000,0.0,1163511
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta49_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta49_3a_alloc1_MinDis.dzn,SATISFIED,1200.5583621412516,3,2439,MinDis_dcmp,0.109,1199.383,minimize,0.61456,2209300,96.534,3,518,5487,518,0.0,0.94,630,1830,2400,673690,673690,2885202,472109104,604,3060,0,2437,1230,-273234535,245139,1200,0.0,247580
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta40_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta40_2a_alloc1_MinDis.dzn,UNKNOWN,1200.5186444185674,0,1833,MinDis_dcmp,0.082,1199.482,minimize,0.517854,2499063,0.0,0,-1,4126,,0.0,0.63,480,1380,1800,1095921,1095921,3595295,408137159,454,2295,0,1831,930,1527194512,173713,900,0.0,175548
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_5a_alloc1_MinDis.dzn,SATISFIED,1201.379649553448,45,8116,MinDis_dcmp,0.388,1198.11,minimize,1.89524,1810276,750.739,45,970,18234,970,0.0,4.75,2100,6100,8000,74406,74406,1976702,385659234,2018,10137,0,8114,4100,-1027245500,1302974,4000,0.0,1311092
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta47_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta47_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,70.02964371070266,10,2435,MinDis_dcmp,0.11,68.88,minimize,0.649156,278603,67.799,10,98,5483,98,0.0,0.63,630,1830,2400,28584,28584,311030,41042042,604,3054,0,2433,1230,1868209761,256911,1200,0.0,259348
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta61_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta61_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,139.98309766873717,41,4053,MinDis_dcmp,0.188,138.24,minimize,1.01343,372924,138.143,41,0,9121,0,0.0,0.94,1050,3050,4000,74546,74546,488115,54036742,1014,5068,0,4051,2050,-1089990555,437012,2000,0.0,441067
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta41_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta41_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,202.47600523382425,6,2436,MinDis_dcmp,0.113,201.28,minimize,0.656321,699504,201.219,6,0,5484,0,0.0,0.63,630,1830,2400,101057,101057,803816,96720570,604,3056,0,2434,1230,990299154,270640,1200,0.0,273078
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta64_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta64_4a_alloc1_MinDis.dzn,SATISFIED,1200.8344801478088,14,4053,MinDis_dcmp,0.185,1198.972,minimize,1.02732,1720334,68.22,14,241,9121,241,0.0,0.94,1050,3050,4000,546046,546046,2281392,298399001,1016,5065,0,4051,2050,-523680872,435311,2000,0.0,439366
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta62_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,62.082223581150174,25,4057,MinDis_dcmp,0.186,60.356,minimize,1.04735,388561,60.334,25,0,9125,0,0.0,0.94,1050,3050,4000,19251,19251,432555,42978427,1013,5076,0,4055,2050,-2047386914,366722,2000,0.0,370781
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta51_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_4a_alloc1_MinDis.dzn,SATISFIED,1200.6091823652387,4,3066,MinDis_dcmp,0.136,1199.208,minimize,0.791013,7153728,1.072,4,335,6879,335,0.0,0.63,800,2300,3000,1622862,1622862,8780286,202723936,764,3836,0,3064,1550,956155047,226602,1500,0.0,229670
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_6a_alloc1_MinDis.dzn,SATISFIED,1201.2896403167397,29,8120,MinDis_dcmp,0.382,1198.061,minimize,1.9406,1757550,251.372,29,726,18238,726,0.0,3.16,2100,6100,8000,77488,77488,1894800,410877071,2018,10140,0,8118,4100,596611779,1093425,4000,0.0,1101547
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_7a_alloc1_MinDis.dzn,SATISFIED,1201.3699879460037,30,8140,MinDis_dcmp,0.388,1198.115,minimize,1.89303,1435167,413.818,30,520,18258,520,0.0,2.11,2100,6100,8000,62961,62961,1559975,301631726,2019,10174,0,8138,4100,1397743690,1200823,4000,0.0,1208965
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta51_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_5a_alloc1_MinDis.dzn,SATISFIED,1200.7068653330207,39,3075,MinDis_dcmp,0.14,1199.222,minimize,0.776486,4925291,67.917,39,5,6888,5,0.0,0.94,800,2300,3000,1355675,1355675,6310119,227967486,762,3850,0,3073,1550,781262390,438454,1500,0.0,441531
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta31_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta31_2a_alloc1_MinDis.dzn,SATISFIED,1200.4987404458225,1,1833,MinDis_dcmp,0.082,1199.481,minimize,0.518111,2283906,178.457,1,796,4126,796,0.0,0.63,480,1380,1800,895121,895121,3179783,445259890,454,2295,0,1831,930,-1161531706,187916,900,0.0,189751
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta46_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta46_3a_alloc1_MinDis.dzn,SATISFIED,1200.567229995504,6,2441,MinDis_dcmp,0.113,1199.385,minimize,0.614158,1939621,82.591,6,341,5489,341,0.0,0.94,630,1830,2400,658489,658489,2601652,466207691,604,3064,0,2439,1230,695688855,295247,1200,0.0,297690
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta70_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta70_3a_alloc1_MinDis.dzn,SATISFIED,1200.842759501189,16,4052,MinDis_dcmp,0.187,1198.967,minimize,1.03285,2028287,201.128,16,439,9120,439,0.0,1.41,1050,3050,4000,673635,673635,2718864,278238083,1013,5066,0,4050,2050,-1561380401,502308,2000,0.0,506362
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta33_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta33_3a_alloc1_MinDis.dzn,SATISFIED,1200.523286897689,1,1841,MinDis_dcmp,0.086,1199.451,minimize,0.546424,2164853,5.933,1,2871,4134,2871,0.0,0.94,480,1380,1800,962246,962246,3127883,388954064,460,2309,0,1839,930,1231100680,202357,900,0.0,204200
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_7a_alloc1_MinDis.dzn,SATISFIED,1201.5323899686337,65,8133,MinDis_dcmp,0.381,1198.084,minimize,1.93689,1302288,1095.573,65,734,18251,734,0.0,3.16,2100,6100,8000,56477,56477,1491034,267614170,2018,10160,0,8131,4100,2076356601,1595740,4000,0.0,1603875
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_8a_alloc1_MinDis.dzn,SATISFIED,1201.3645153623074,32,8146,MinDis_dcmp,0.383,1198.09,minimize,1.91497,1307967,720.54,32,613,18264,613,0.0,7.12,2100,6100,8000,57486,57486,1431436,250081635,2020,10179,0,8144,4100,1231117963,1208833,4000,0.0,1216981
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_9a_alloc1_MinDis.dzn,UNKNOWN,1201.365864014253,0,8168,MinDis_dcmp,0.376,1198.115,minimize,1.90969,1101207,0.0,0,-1,18286,,0.0,4.75,2100,6100,8000,47892,47892,1150411,264485729,2004,10215,0,8166,4100,2015042531,863353,4000,0.0,871523
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_5a_alloc1_MinDis.dzn,SATISFIED,1201.4048303700984,63,8111,MinDis_dcmp,0.378,1198.103,minimize,1.90052,1567335,1154.096,63,200,18229,200,0.0,3.16,2100,6100,8000,72475,72475,1768014,427977309,2017,10127,0,8109,4100,1505936767,1411337,4000,0.0,1419450
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_9a_alloc1_MinDis.dzn,SATISFIED,1201.5196340549737,21,8163,MinDis_dcmp,0.386,1198.075,minimize,1.93635,1294744,695.306,21,782,18281,782,0.0,4.75,2100,6100,8000,52752,52752,1391139,325849665,2019,10205,0,8161,4100,-1909190938,1315046,4000,0.0,1323211
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta61_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta61_4a_alloc1_MinDis.dzn,SATISFIED,1200.9320726692677,69,4060,MinDis_dcmp,0.189,1198.974,minimize,1.024729,1967420,526.836,69,11,9128,11,0.0,1.41,1050,3050,4000,330426,330426,2366126,300579465,1014,5079,0,4058,2050,46805051,747467,2000,0.0,751529
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta68_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_4a_alloc1_MinDis.dzn,UNKNOWN,1200.7548441980034,0,4060,MinDis_dcmp,0.188,1198.972,minimize,1.034729,152566,0.0,0,-1,9128,,0.0,4.75,1050,3050,4000,57343,57343,210911,37258665,1004,5079,0,4058,2050,1810013606,453624,2000,0.0,457686
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta63_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta63_4a_alloc1_MinDis.dzn,SATISFIED,1200.7489432599396,6,4065,MinDis_dcmp,0.186,1198.981,minimize,1.01689,2977894,100.726,6,2762,9133,2762,0.0,0.94,1050,3050,4000,788117,788117,3772930,264660854,1015,5089,0,4063,2050,-275298013,335122,2000,0.0,339189
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_5a_alloc1_MinDis.dzn,SATISFIED,1201.3639596998692,43,8107,MinDis_dcmp,0.384,1198.097,minimize,1.91654,1899825,1075.337,43,343,18225,343,0.0,3.16,2100,6100,8000,83450,83450,2071220,455640580,2019,10119,0,8105,4100,1218404882,1274189,4000,0.0,1282298
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta67_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_4a_alloc1_MinDis.dzn,SATISFIED,1200.855982646346,25,4062,MinDis_dcmp,0.185,1198.985,minimize,1.01513,2763202,452.045,25,3,9130,3,0.0,1.41,1050,3050,4000,468172,468172,3256195,383948374,1011,5083,0,4060,2050,815544790,585290,2000,0.0,589354
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta66_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_4a_alloc1_MinDis.dzn,SATISFIED,1200.8176261745393,10,4061,MinDis_dcmp,0.186,1198.937,minimize,1.05863,1864733,115.937,10,516,9129,516,0.0,0.94,1050,3050,4000,598289,598289,2473937,300187934,1014,5081,0,4059,2050,192785804,378721,2000,0.0,382784
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta50_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta50_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,460.69419992901385,14,2437,MinDis_dcmp,0.112,459.481,minimize,0.648901,1221633,186.815,14,39,5485,39,0.0,0.63,630,1830,2400,101071,101071,1329360,226623088,604,3058,0,2435,1230,1131812513,331170,1200,0.0,333609
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_7a_alloc1_MinDis.dzn,SATISFIED,1201.4424026664346,47,8131,MinDis_dcmp,0.384,1198.102,minimize,1.89921,1337670,1165.086,47,736,18249,736,0.0,3.16,2100,6100,8000,57405,57405,1491060,330187022,2019,10156,0,8129,4100,-1111262115,1465924,4000,0.0,1474057
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta39_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta39_3a_alloc1_MinDis.dzn,SATISFIED,1200.5468907821923,3,1838,MinDis_dcmp,0.081,1199.454,minimize,0.544903,1068744,438.07,3,556,4131,556,0.0,0.94,480,1380,1800,741795,741795,1812177,474703287,457,2303,0,1836,930,-30036694,179552,900,0.0,181392
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta44_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta44_2a_alloc1_MinDis.dzn,SATISFIED,1200.5949926190078,7,2435,MinDis_dcmp,0.111,1199.337,minimize,0.661551,1894525,707.333,7,41,5483,41,0.0,0.94,630,1830,2400,615145,615145,2514297,440203974,611,3054,0,2433,1230,1976373789,271888,1200,0.0,274325
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_6a_alloc1_MinDis.dzn,SATISFIED,1201.5925885457546,134,8119,MinDis_dcmp,0.384,1198.097,minimize,1.908,1350165,976.633,134,241,18237,241,0.0,2.11,2100,6100,8000,58028,58028,1679895,289079516,2021,10138,0,8117,4100,-771813850,1895762,4000,0.0,1903883
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta56_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta56_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,13.516735119745135,22,3055,MinDis_dcmp,0.14,12.176,minimize,0.769756,168526,12.161,22,0,6868,0,0.0,0.63,800,2300,3000,6850,6850,191947,5590599,765,3817,0,3053,1550,1681886290,250290,1500,0.0,253347
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta34_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta34_2a_alloc1_MinDis.dzn,SATISFIED,1200.517876021564,4,1837,MinDis_dcmp,0.084,1199.483,minimize,0.51588,1630803,203.296,4,31,4130,31,0.0,0.94,480,1380,1800,897036,897036,2529952,425779426,461,2303,0,1835,930,2024533286,193630,900,0.0,195469
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta37_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta37_2a_alloc1_MinDis.dzn,SATISFIED,1200.4795047771186,3,1837,MinDis_dcmp,0.084,1199.474,minimize,0.523561,2595347,259.702999,3,299,4130,299,0.0,0.63,480,1380,1800,1072005,1072005,3669079,411168441,461,2303,0,1835,930,932158620,164358,900,0.0,166197
