configuration,problem,model,data_file,status,time,restarts,intVars,run,initTime,solveTime,method,flatTime,backjumps,optTime,nSolutions,solver_objective,flatIntConstraints,objective,baseMem,trailMem,eliminatedImplications,flatBoolVars,flatBoolConstraints,failures,nogoods,nodes,propagations,peakDepth,propagators,paths,flatIntVars,evaluatedHalfReifiedConstraints,randomSeed,boolVariables,evaluatedReifiedConstraints,peakMem,variables
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta52_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_5a_alloc1_MinDis.dzn,SATISFIED,1200.4577150717378,,,MinDis,,,minimize,0.776237,,,29,,6863,101,,,800,2300,3000,,,,,,,0,3048,1550,,,1500,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta43_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta43_2a_alloc1_MinDis.dzn,SATISFIED,1200.5493327397853,4,2426,MinDis,0.11,1199.338,minimize,0.66118,4226074,521.515,4,1,5474,1,0.0,0.63,630,1830,2400,283435,283435,4511929,671478349,604,3038,0,2424,1230,1779196653,281936,1200,0.0,284364
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta52_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_4a_alloc1_MinDis.dzn,UNKNOWN,1200.4494289569557,,,MinDis,,,minimize,0.777948,,,0,,6862,,,,800,2300,3000,,,,,,,0,3047,1550,,,1500,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_8a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,522.5223985631019,72,8087,MinDis,0.381,519.224,minimize,1.86683,2735500,329.759,72,111,18206,111,0.0,2.11,2100,6100,8000,89027,89027,2969779,290168564,2020,10092,0,8086,4100,1772016345,1194310,4000,0.0,1202399
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta51_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_4a_alloc1_MinDis.dzn,SATISFIED,1200.561682190746,4,3051,MinDis,0.138,1199.229,minimize,0.768212,7476275,1.876,4,335,6865,335,0.0,0.63,800,2300,3000,1660358,1660358,9140381,212668224,765,3815,0,3050,1550,51488953,180120,1500,0.0,183173
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta52_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_4a_alloc1_MinDis.dzn,UNKNOWN,1200.5920151174068,0,3049,MinDis,0.14,1199.214,minimize,0.785119,4320458,0.0,0,-1,6862,,0.0,0.94,800,2300,3000,916064,916064,5237186,225074481,754,3809,0,3047,1550,-978285324,179072,1500,0.0,182123
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_6a_alloc1_MinDis.dzn,SATISFIED,1200.680400358513,,,MinDis,,,minimize,1.90122,,,164,,18205,135,,,2100,6100,8000,,,,,,,0,8085,4100,,,4000,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta42_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta42_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,868.6837996505201,12,2431,MinDis,0.112,867.465,minimize,0.654754,1981264,867.38,12,0,5480,0,0.0,0.94,630,1830,2400,366124,366124,2354203,405920336,604,3050,0,2430,1230,580294318,264675,1200,0.0,267108
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_8a_alloc1_MinDis.dzn,SATISFIED,1201.1651000771672,32,8097,MinDis,0.383,1198.122,minimize,1.89221,3396550,768.237,32,732,18215,732,0.0,2.11,2100,6100,8000,154691,154691,3617107,870962633,2019,10110,0,8095,4100,84498143,847933,4000,0.0,856032
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta43_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta43_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,990.1436847634614,5,2425,MinDis,0.112,988.94,minimize,0.65414,2686439,988.87,5,0,5474,0,0.0,0.63,630,1830,2400,213624,213624,2902570,500268913,604,3038,0,2424,1230,162306281,291369,1200,0.0,293796
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta57_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_5a_alloc1_MinDis.dzn,UNKNOWN,1200.4340169075876,,,MinDis,,,minimize,0.774042,,,0,,6864,,,,800,2300,3000,,,,,,,0,3049,1550,,,1500,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta62_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_5a_alloc1_MinDis.dzn,SATISFIED,1200.7021594122052,2,4051,MinDis,0.187,1198.979,minimize,1.01922,1957951,391.4,2,2499,9119,2499,0.0,0.94,1050,3050,4000,716014,716014,2676854,297228665,1007,5068,0,4049,2050,248343791,307543,2000,0.0,311596
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_9a_alloc1_MinDis.dzn,SATISFIED,1201.2482857629657,35,8088,MinDis,0.38,1198.099,minimize,1.89997,3091366,1129.837,35,1465,18206,1465,0.0,2.11,2100,6100,8000,142372,142372,3305631,732830788,2018,10092,0,8086,4100,-2053008875,874046,4000,0.0,882136
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta59_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_4a_alloc1_MinDis.dzn,SATISFIED,1200.4517585635185,,,MinDis,,,minimize,0.77225,,,10,,6863,1030,,,800,2300,3000,,,,,,,0,3048,1550,,,1500,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta36_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta36_2a_alloc1_MinDis.dzn,SATISFIED,1200.3943239115179,,,MinDis,,,minimize,0.514224,,,2,,4126,198,,,480,1380,1800,,,,,,,0,1831,930,,,900,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta55_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_5a_alloc1_MinDis.dzn,SATISFIED,1200.5862575471401,1,3050,MinDis,0.138,1199.227,minimize,0.772805,3397095,0.15,1,1418,6863,1418,0.0,0.94,800,2300,3000,1227287,1227287,4625792,312268127,763,3811,0,3048,1550,-1648362049,177123,1500,0.0,180175
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta50_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta50_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,178.3923311997205,23,2433,MinDis,0.112,177.097,minimize,0.649343,717778,149.122,23,9,5482,9,0.0,0.63,630,1830,2400,71121,71121,799942,106486231,603,3054,0,2432,1230,1772012081,269641,1200,0.0,272076
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta46_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta46_2a_alloc1_MinDis.dzn,UNKNOWN,1200.4243321437389,,,MinDis,,,minimize,0.654632,,,0,,5480,,,,630,1830,2400,,,,,,,0,2430,1230,,,1200,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_7a_alloc1_MinDis.dzn,SATISFIED,1201.1624041777104,43,8092,MinDis,0.381,1198.113,minimize,1.89267,3105328,1041.21,43,1041,18210,1041,0.0,2.11,2100,6100,8000,135472,135472,3328870,795124733,2019,10100,0,8090,4100,1055431701,907754,4000,0.0,915848
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_6a_alloc1_MinDis.dzn,SATISFIED,1200.675213251263,,,MinDis,,,minimize,1.89135,,,215,,18206,27,,,2100,6100,8000,,,,,,,0,8086,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta57_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_3a_alloc1_MinDis.dzn,SATISFIED,1200.4480257369578,,,MinDis,,,minimize,0.771753,,,1,,6862,1420,,,800,2300,3000,,,,,,,0,3047,1550,,,1500,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_7a_alloc1_MinDis.dzn,SATISFIED,1201.218399817124,32,8087,MinDis,0.387,1198.105,minimize,1.89333,2874585,1051.148999,32,186,18206,186,0.0,2.11,2100,6100,8000,126758,126758,3067252,642561965,2021,10092,0,8086,4100,1225135029,897864,4000,0.0,905953
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_10a_alloc1_MinDis.dzn,SATISFIED,1200.664302766323,,,MinDis,,,minimize,1.88126,,,37,,18209,1914,,,2100,6100,8000,,,,,,,0,8089,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta31_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta31_3a_alloc1_MinDis.dzn,SATISFIED,1200.3947655335069,,,MinDis,,,minimize,0.515022,,,2,,4123,793,,,480,1380,1800,,,,,,,0,1828,930,,,900,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_8a_alloc1_MinDis.dzn,SATISFIED,1200.6764814872295,,,MinDis,,,minimize,1.93184,,,157,,18208,832,,,2100,6100,8000,,,,,,,0,8088,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_8a_alloc1_MinDis.dzn,SATISFIED,1201.1434021219611,43,8093,MinDis,0.378,1198.144,minimize,1.85598,2856199,701.643,43,1719,18211,1719,0.0,2.11,2100,6100,8000,122938,122938,3067258,727389843,2019,10102,0,8091,4100,2131266139,887217,4000,0.0,895312
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta56_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta56_4a_alloc1_MinDis.dzn,SATISFIED,1200.5926935058087,57,3047,MinDis,0.142,1199.225,minimize,0.772684,3657360,36.145,57,1429,6861,1429,0.0,0.94,800,2300,3000,884583,884583,4585985,225086261,765,3807,0,3046,1550,304267630,331394,1500,0.0,334443
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta31_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta31_2a_alloc1_MinDis.dzn,SATISFIED,1200.4899316690862,1,1828,MinDis,0.085,1199.486,minimize,0.511368,2279324,157.334,1,796,4122,796,0.0,0.63,480,1380,1800,978413,978413,3258482,465100797,454,2289,0,1827,930,-296547766,187210,900,0.0,189040
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta70_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta70_4a_alloc1_MinDis.dzn,SATISFIED,1200.77194981277,21,4045,MinDis,0.188,1198.984,minimize,1.01506,5956430,768.282,21,211,9113,211,0.0,1.41,1050,3050,4000,461727,461727,6440092,684530897,1014,5056,0,4043,2050,-806388581,426286,2000,0.0,430333
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_7a_alloc1_MinDis.dzn,SATISFIED,1200.6909818574786,,,MinDis,,,minimize,1.88798,,,143,,18205,126,,,2100,6100,8000,,,,,,,0,8085,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta40_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta40_3a_alloc1_MinDis.dzn,UNKNOWN,1200.4082389511168,,,MinDis,,,minimize,0.520113,,,0,,4123,,,,480,1380,1800,,,,,,,0,1828,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta43_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta43_3a_alloc1_MinDis.dzn,SATISFIED,1200.5538472607732,13,2426,MinDis,0.11,1199.388,minimize,0.610012,2819192,1117.583,13,72,5475,72,0.0,0.94,630,1830,2400,366233,366233,3191762,523426081,604,3040,0,2425,1230,9877047,290128,1200,0.0,292556
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_5a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,617.9109328966588,87,8088,MinDis,0.382,614.355,minimize,1.89436,1839598,614.253,87,0,18207,0,0.0,3.16,2100,6100,8000,64693,64693,2087152,337691075,2017,10094,0,8087,4100,1772013741,1420704,4000,0.0,1428794
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_5a_alloc1_MinDis.dzn,SATISFIED,1201.2072327081114,35,8087,MinDis,0.376,1198.083,minimize,1.91913,2705995,356.503,35,327,18205,327,0.0,2.11,2100,6100,8000,117525,117525,2895412,731039796,2018,10090,0,8085,4100,-1559769202,940024,4000,0.0,948113
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta37_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta37_2a_alloc1_MinDis.dzn,SATISFIED,1200.590106792748,3,1833,MinDis,0.086,1199.484,minimize,0.514383,2988285,260.36,3,299,4126,299,0.0,0.63,480,1380,1800,1062700,1062700,4052737,405909224,461,2297,0,1831,930,1505123073,163563,900,0.0,165398
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta47_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta47_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,15.404918860644102,6,2431,MinDis,0.113,14.296,minimize,0.610803,104476,11.306,6,20,5480,20,0.0,0.63,630,1830,2400,8320,8320,115178,9504039,604,3050,0,2430,1230,1817044707,207773,1200,0.0,210206
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta47_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta47_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,113.73086359724402,6,2432,MinDis,0.111,112.549,minimize,0.653859,939045,46.176,6,20,5480,20,0.0,0.63,630,1830,2400,46686,46686,988107,84265731,604,3050,0,2430,1230,733187192,233383,1200,0.0,235817
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta65_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_3a_alloc1_MinDis.dzn,SATISFIED,1200.7099012434483,2,4045,MinDis,0.185,1198.993,minimize,1.00738,1772672,6.837,2,653,9114,653,0.0,1.41,1050,3050,4000,825580,825580,2601114,316437537,1014,5058,0,4044,2050,-593668122,284250,2000,0.0,288297
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta37_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta37_3a_alloc1_MinDis.dzn,SATISFIED,1200.5387474205345,3,1833,MinDis,0.086,1199.484,minimize,0.515748,2515231,222.39,3,457,4127,457,0.0,0.63,480,1380,1800,1018111,1018111,3535038,405722590,462,2299,0,1832,930,-454747723,163113,900,0.0,164948
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_10a_alloc1_MinDis.dzn,SATISFIED,1200.6474339123815,,,MinDis,,,minimize,1.90093,,,9,,18207,779,,,2100,6100,8000,,,,,,,0,8087,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta70_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta70_5a_alloc1_MinDis.dzn,SATISFIED,1200.6729608420283,13,4046,MinDis,0.19,1198.97,minimize,1.02766,4502327,23.132,13,783,9114,783,0.0,0.94,1050,3050,4000,726211,726211,5242568,271432634,1013,5058,0,4044,2050,690158351,352327,2000,0.0,356375
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta63_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta63_4a_alloc1_MinDis.dzn,SATISFIED,1200.7858670111746,6,4050,MinDis,0.189,1198.981,minimize,1.017239,2521252,170.024,6,2762,9119,2762,0.0,0.94,1050,3050,4000,758874,758874,3287062,269176649,1016,5068,0,4049,2050,1525124550,297730,2000,0.0,301782
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta69_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,285.7056711949408,21,4048,MinDis,0.189,283.985,minimize,1.023139,1689169,283.94,21,0,9117,0,0.0,0.94,1050,3050,4000,68793,68793,1779156,207052255,1016,5064,0,4047,2050,-288375037,317522,2000,0.0,321572
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta61_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta61_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,237.29033840447664,41,4044,MinDis,0.19,235.565,minimize,1.00885,804381,235.466,41,0,9113,0,0.0,0.94,1050,3050,4000,90376,90376,936133,96514082,1015,5056,0,4043,2050,718286236,398882,2000,0.0,402928
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta36_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta36_3a_alloc1_MinDis.dzn,UNKNOWN,1200.5841150972992,0,1834,MinDis,0.083,1199.481,minimize,0.518413,1862009,0.0,0,-1,4127,,0.0,0.63,480,1380,1800,889664,889664,2751994,410203570,454,2299,0,1832,930,-2085440821,192511,900,0.0,194347
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta61_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta61_4a_alloc1_MinDis.dzn,SATISFIED,1200.709344368428,29,4046,MinDis,0.187,1198.94,minimize,1.05786,9752220,498.033,29,589,9114,589,0.0,0.94,1050,3050,4000,465975,465975,10248151,808552832,1014,5058,0,4044,2050,-511876661,350097,2000,0.0,354145
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta69_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_4a_alloc1_MinDis.dzn,SATISFIED,1200.7384310141206,13,4050,MinDis,0.183,1198.986,minimize,1.01224,2975443,44.773,13,256,9118,256,0.0,0.94,1050,3050,4000,724565,724565,3713991,305523992,1015,5066,0,4048,2050,355802667,327749,2000,0.0,331801
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_7a_alloc1_MinDis.dzn,SATISFIED,1201.1988548375666,43,8089,MinDis,0.385,1198.068,minimize,1.92789,2709174,843.564,43,862,18207,862,0.0,2.11,2100,6100,8000,118870,118870,2916050,725921970,2018,10094,0,8087,4100,-2049420045,1003233,4000,0.0,1011324
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta42_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta42_2a_alloc1_MinDis.dzn,SATISFIED,1200.5755101349205,11,2432,MinDis,0.11,1199.352,minimize,0.650036,3065707,914.314,11,3,5480,3,0.0,0.63,630,1830,2400,398387,398387,3470932,562788696,604,3050,0,2430,1230,-786995116,260576,1200,0.0,263010
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta48_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,69.14282083697617,5,2431,MinDis,0.109,68.025,minimize,0.640869,395846,68.0,5,0,5479,0,0.0,0.63,630,1830,2400,22926,22926,421508,47719890,604,3048,0,2429,1230,1814285036,228080,1200,0.0,230513
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta59_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_5a_alloc1_MinDis.dzn,SATISFIED,1200.5712409242988,1,3050,MinDis,0.137,1199.226,minimize,0.771654,8109740,0.27,1,2550,6864,2550,0.0,0.94,800,2300,3000,1632827,1632827,9743998,246879336,761,3813,0,3049,1550,1457123543,161719,1500,0.0,164771
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta58_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_4a_alloc1_MinDis.dzn,SATISFIED,1200.5174348521978,,,MinDis,,,minimize,0.770002,,,25,,6868,5,,,800,2300,3000,,,,,,,0,3053,1550,,,1500,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_6a_alloc1_MinDis.dzn,SATISFIED,1201.2016116362065,24,8091,MinDis,0.385,1198.068,minimize,1.9384,3718440,1058.336,24,478,18209,478,0.0,2.11,2100,6100,8000,162579,162579,3930830,928183754,2019,10098,0,8089,4100,284775589,684009,4000,0.0,692102
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta58_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_3a_alloc1_MinDis.dzn,SATISFIED,1200.4509424753487,,,MinDis,,,minimize,0.789347,,,23,,6867,60,,,800,2300,3000,,,,,,,0,3052,1550,,,1500,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta31_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta31_2a_alloc1_MinDis.dzn,SATISFIED,1200.4924076665193,1,1829,MinDis,0.081,1199.494,minimize,0.503764,2211855,159.066,1,796,4122,796,0.0,0.63,480,1380,1800,888600,888600,3101231,456507205,454,2289,0,1827,930,-1090480320,187252,900,0.0,189083
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta33_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta33_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,6.886054139584303,4,1831,MinDis,0.085,5.93,minimize,0.513599,57184,5.923,4,0,4125,0,0.0,0.42,480,1380,1800,8867,8867,67817,4636347,460,2295,0,1830,930,1772020376,152116,900,0.0,153949
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta55_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_5a_alloc1_MinDis.dzn,SATISFIED,1200.4522970877588,,,MinDis,,,minimize,0.779103,,,1,,6863,1418,,,800,2300,3000,,,,,,,0,3048,1550,,,1500,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_6a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,553.5885179992765,89,8085,MinDis,0.387,550.097,minimize,1.89166,2369768,485.113,89,20,18204,20,0.0,2.11,2100,6100,8000,71401,71401,2630975,280038932,2020,10088,0,8084,4100,1772017747,1482523,4000,0.0,1490610
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta58_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_4a_alloc1_MinDis.dzn,SATISFIED,1200.576213767752,23,3055,MinDis,0.142,1199.174,minimize,0.826269,11985076,327.226,23,16,6868,16,0.0,0.63,800,2300,3000,811748,811748,12814789,939310115,762,3821,0,3053,1550,153488881,209046,1500,0.0,212103
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta34_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta34_2a_alloc1_MinDis.dzn,SATISFIED,1200.5140725951642,4,1832,MinDis,0.087,1199.487,minimize,0.510789,1558945,155.848,4,31,4126,31,0.0,0.94,480,1380,1800,882441,882441,2443508,444911717,462,2297,0,1831,930,-2052175203,193069,900,0.0,194903
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_7a_alloc1_MinDis.dzn,SATISFIED,1201.1175747960806,33,8086,MinDis,0.387,1198.037,minimize,1.96816,3721571,1076.554,33,242,18204,242,0.0,2.11,2100,6100,8000,172549,172549,3961963,886816313,2018,10088,0,8084,4100,-296028249,857056,4000,0.0,865144
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta58_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_4a_alloc1_MinDis.dzn,SATISFIED,1200.6369244493544,28,3054,MinDis,0.144,1199.222,minimize,0.777495,2321266,160.046,28,5,6868,5,0.0,0.94,800,2300,3000,790261,790261,3133401,356979891,763,3821,0,3053,1550,1597508156,289292,1500,0.0,292348
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta60_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_3a_alloc1_MinDis.dzn,SATISFIED,1200.6567034665495,9,3051,MinDis,0.14,1199.23,minimize,0.769673,5426288,380.636,9,743,6865,743,0.0,0.94,800,2300,3000,1106341,1106341,6540153,285433185,765,3815,0,3050,1550,389451469,229560,1500,0.0,232613
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta68_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_5a_alloc1_MinDis.dzn,SATISFIED,1200.7812164071947,7,4047,MinDis,0.188,1198.972,minimize,1.0254,1737269,856.474,7,1487,9115,1487,0.0,0.94,1050,3050,4000,605058,605058,2350156,356400487,1013,5060,0,4045,2050,1670378185,369318,2000,0.0,373367
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta42_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta42_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,687.1354197524488,12,2431,MinDis,0.112,685.87,minimize,0.652059,1597458,685.773,12,0,5480,0,0.0,0.94,630,1830,2400,372338,372338,1976580,362664073,603,3050,0,2430,1230,1772014754,264014,1200,0.0,266447
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_6a_alloc1_MinDis.dzn,SATISFIED,1200.7090547252446,,,MinDis,,,minimize,1.91313,,,168,,18204,192,,,2100,6100,8000,,,,,,,0,8084,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta38_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta38_3a_alloc1_MinDis.dzn,SATISFIED,1200.3985241502523,,,MinDis,,,minimize,0.515043,,,5,,4126,898,,,480,1380,1800,,,,,,,0,1831,930,,,900,,
