configuration,problem,model,data_file,status,time,peakDepth,nodes,variables,intVars,boolVariables,objective,propagations,initTime,method,baseMem,restarts,nSolutions,flatBoolVars,randomSeed,evaluatedHalfReifiedConstraints,flatIntConstraints,solver_objective,backjumps,solveTime,flatIntVars,nogoods,flatTime,peakMem,flatBoolConstraints,failures,run,trailMem,eliminatedImplications,paths,propagators,optTime,evaluatedReifiedConstraints
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta43_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta43_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5736715551466,606,3575327,297789,2427,295360,-9325,591926636,0.112,minimize,0.0,38,38,1830,-182618566,1230,5477,-9325,3215931,1199.336,2426,337864,0.662235,0.0,2400,337864,MaxEff,0.94,630,0,3042,798.801,1200
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta53_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta53_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5785891804844,765,3250839,241243,3051,238190,-15127,251234951,0.14,minimize,0.0,51,51,2300,-1854566304,1550,6866,-15127,2222570,1199.214,3050,988879,0.78405,0.0,3000,988879,MaxEff,0.94,800,0,3815,6.547,1500
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta76_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta76_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.4741901960224,2021,2299627,1589513,8090,1581421,-42420,385801286,0.387,minimize,0.0,233,233,6100,-375527064,4100,18210,-42420,1604592,1198.141,8089,224238,1.88937,0.0,8000,224238,MaxEff,3.16,2100,0,10098,1069.279,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta75_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3204121030867,2021,1732219,1375805,8089,1367714,-41717,610906588,0.378,minimize,0.0,134,134,6100,472255230,4100,18209,-41717,1400844,1198.116,8088,60437,1.89651,0.0,8000,60437,MaxEff,3.16,2100,0,10096,1124.82,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta67_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta67_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7383583262563,1010,2981287,354458,4049,350407,-17895,289648239,0.188,minimize,0.0,52,52,3050,676328395,2050,9119,-17895,2320766,1198.979,4048,607430,1.0223,0.0,4000,607430,MaxEff,0.94,1050,0,5066,86.104,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta72_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3843347132206,2019,2049921,1516098,8091,1508005,-38730,509842351,0.378,minimize,0.0,189,189,6100,1814485410,4100,18211,-38730,1562124,1198.105,8090,105800,1.89444,0.0,8000,105800,MaxEff,3.16,2100,0,10100,1048.329,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta51_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4323357548565,,,,,,-14795,,,minimize,,,56,2300,,1550,6867,,,,3051,,0.775097,,3000,,MaxEff,,800,0,,,1500
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta39_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta39_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5426428727806,459,2568769,219238,1829,217407,-8091,401546257,0.082,minimize,0.0,36,36,1380,1184437285,930,4124,-8091,1698598,1199.51,1828,853529,0.488779,0.0,1800,853529,MaxEff,0.63,480,0,2291,336.963,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta37_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta37_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5345248952508,462,3754603,167121,1833,165286,-8284,415941057,0.085,minimize,0.0,28,28,1380,624341006,930,4128,-8284,2697876,1199.514,1832,1043595,0.483625,0.0,1800,1043595,MaxEff,0.63,480,0,2299,228.36,900
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta64_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta64_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7633602023125,1016,7670758,443302,4040,439260,-17751,634427503,0.182,minimize,0.0,121,121,3050,-1438891394,2050,9110,-17751,6758791,1198.966,4039,788895,1.03111,0.0,4000,788895,MaxEff,0.94,1050,0,5048,705.195,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta65_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta65_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7714795228094,1014,2199114,348327,4046,344279,-18669,342217805,0.187,minimize,0.0,68,68,3050,613631984,2050,9116,-18669,1400384,1198.985,4045,729237,1.01357,0.0,4000,729237,MaxEff,1.41,1050,0,5060,320.648,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta75_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.1508668847382,2017,3316562,685580,8088,677490,-22611,497628928,0.38,minimize,0.0,101,101,6100,-1872698400,4100,18208,-22611,2974179,1198.114,8087,137674,1.90091,0.0,8000,137674,MaxEff,1.41,2100,0,10094,1104.811,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta40_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta40_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4932166524231,456,4626414,168375,1829,166544,-7212,439894862,0.083,minimize,0.0,22,22,1380,1468084885,930,4124,-7212,3441921,1199.517,1828,1174199,0.481353,0.0,1800,1174199,MaxEff,0.63,480,0,2291,366.251,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta74_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.4399519860744,2020,6321119,1677479,8090,1669387,-44133,221171176,0.385,minimize,0.0,228,228,6100,1622136903,4100,18210,-44133,5370300,1198.124,8089,489438,1.87663,0.0,8000,489438,MaxEff,3.16,2100,0,10098,276.469,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta77_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.4394801855087,2020,1859190,1429032,8098,1420932,-43471,189802049,0.386,minimize,0.0,134,134,6100,-486953107,4100,18218,-43471,1311962,1198.101,8097,275513,1.89873,0.0,8000,275513,MaxEff,3.16,2100,0,10114,736.645,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta60_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta60_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6646467912942,765,3825678,332334,3053,329279,-15124,293928951,0.14,minimize,0.0,78,78,2300,1639471524,1550,6868,-15124,2904119,1199.234,3052,861770,0.773156,0.0,3000,861770,MaxEff,0.94,800,0,3819,450.466,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta56_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta56_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5995282232761,764,3879658,291209,3049,288158,-16020,228772314,0.142,minimize,0.0,73,73,2300,1370440385,1550,6864,-16020,2806032,1199.198,3048,1017519,0.800787,0.0,3000,1017519,MaxEff,0.94,800,0,3811,12.308,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta74_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.1194713842124,2014,7978723,583594,8086,575506,-20637,806965273,0.386,minimize,0.0,139,139,6100,419679077,4100,18206,-20637,7363344,1198.067,8085,334225,1.93228,0.0,8000,334225,MaxEff,1.41,2100,0,10090,972.77,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta80_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3670945316553,2017,3727156,1426090,8091,1417997,-40296,270239506,0.377,minimize,0.0,163,163,6100,-1439199768,4100,18211,-40296,3032054,1198.097,8090,365284,1.90118,0.0,8000,365284,MaxEff,3.16,2100,0,10100,363.173,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta79_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3586170561612,2020,2695593,1392786,8090,1384694,-38436,601083317,0.388,minimize,0.0,200,200,6100,1836879516,4100,18210,-38436,2200077,1198.09,8089,91230,1.90932,0.0,8000,91230,MaxEff,3.16,2100,0,10098,1149.047,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta72_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7130228746682,,,,,,-40409,,,minimize,,,384,6100,,4100,18209,,,,8088,,1.96364,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta60_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta60_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4277839772403,,,,,,-13619,,,minimize,,,99,2300,,1550,6869,,,,3053,,0.77116,,3000,,MaxEff,,800,0,,,1500
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta38_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta38_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4935138709843,461,2835668,164232,1832,162398,-7270,484239854,0.083,minimize,0.0,28,28,1380,-1751738206,930,4127,-7270,1833368,1199.509,1831,989477,0.489687,0.0,1800,989477,MaxEff,0.63,480,0,2297,436.044,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta49_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta49_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6154208090156,610,2431459,241837,2430,239405,-10289,483992433,0.114,minimize,0.0,26,26,1830,541610962,1230,5480,-10289,1804277,1199.389,2429,611138,0.612264,0.0,2400,611138,MaxEff,0.94,630,0,3048,274.082,1200
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta80_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.688921596855,,,,,,-42044,,,minimize,,,178,6100,,4100,18209,,,,8088,,1.87627,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta74_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.4565330911428,2019,4888251,1872774,8089,1864683,-46152,196327445,0.378,minimize,0.0,213,213,6100,609725897,4100,18209,-46152,3921247,1198.119,8088,536174,1.87933,0.0,8000,536174,MaxEff,3.16,2100,0,10096,319.531,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta66_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta66_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7819960732013,1015,3190471,356050,4048,352000,-18662,258305473,0.196,minimize,0.0,68,68,3050,1914281335,2050,9118,-18662,2400413,1198.989,4047,720511,1.010559,0.0,4000,720511,MaxEff,0.94,1050,0,5064,555.85,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta71_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.2655676994473,2018,2368950,1020968,8092,1012874,-33338,565272308,0.383,minimize,0.0,151,151,6100,434441819,4100,18212,-33338,1973396,1198.11,8091,90159,1.89247,0.0,8000,90159,MaxEff,2.11,2100,0,10102,272.189,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta31_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta31_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5066163949668,459,3295656,182058,1829,180227,-7729,459078541,0.084,minimize,0.0,22,22,1380,-1171281804,930,4124,-7729,2288087,1199.508,1828,997223,0.489176,0.0,1800,997223,MaxEff,0.94,480,0,2291,10.859,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta45_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta45_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6287844423205,609,2489056,278378,2429,275947,-10778,463284088,0.111,minimize,0.0,32,32,1830,-1390610539,1230,5479,-10778,1836507,1199.388,2428,633452,0.610119,0.0,2400,633452,MaxEff,0.94,630,0,3046,443.186,1200
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta44_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta44_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4942612554878,,,,,,-10580,,,minimize,,,25,1830,,1230,5482,,,,2431,,0.646839,,2400,,MaxEff,,630,0,,,1200
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta51_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5007006321102,,,,,,-14933,,,minimize,,,70,2300,,1550,6868,,,,3052,,0.772156,,3000,,MaxEff,,800,0,,,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta71_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.2993386816233,2017,3787242,1267246,8090,1259154,-35589,588152996,0.382,minimize,0.0,284,284,6100,752143248,4100,18210,-35589,3076124,1198.13,8089,137956,1.88004,0.0,8000,137956,MaxEff,2.11,2100,0,10098,1134.012,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta75_8a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.2363707516342,2018,2750077,1011131,8087,1003042,-31084,501863741,0.372,minimize,0.0,132,132,6100,276470466,4100,18207,-31084,2371663,1198.105,8086,111271,1.89489,0.0,8000,111271,MaxEff,2.11,2100,0,10092,724.232,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta53_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta53_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4649263564497,,,,,,-15127,,,minimize,,,51,2300,,1550,6864,,,,3048,,0.76973,,3000,,MaxEff,,800,0,,,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta72_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6357541307807,,,,,,-24897,,,minimize,,,97,6100,,4100,18212,,,,8091,,1.88742,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta68_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta68_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.743290990591,1013,2174251,353253,4045,349206,-18468,290542277,0.189,minimize,0.0,53,53,3050,-2130235967,2050,9115,-18468,1492186,1198.99,4044,627922,1.008899,0.0,4000,627922,MaxEff,0.94,1050,0,5058,38.337,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta74_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.1436579469591,2017,3730367,786063,8087,777974,-30253,618986299,0.383,minimize,0.0,121,121,6100,601429235,4100,18207,-30253,3330582,1198.113,8086,154905,1.89374,0.0,8000,154905,MaxEff,2.11,2100,0,10092,246.264,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta45_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta45_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5848103296012,608,3061861,259331,2428,256901,-10893,435495938,0.113,minimize,0.0,27,27,1830,545790470,1230,5478,-10893,2433929,1199.387,2427,611633,0.614788,0.0,2400,611633,MaxEff,0.94,630,0,3044,138.625,1200
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta80_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3538509551436,2016,4832126,1542194,8094,1534098,-39808,654711205,0.381,minimize,0.0,219,219,6100,1306365441,4100,18214,-39808,4162561,1198.105,8093,226965,1.89342,0.0,8000,226965,MaxEff,3.16,2100,0,10106,1062.685999,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta52_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta52_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5154356453568,,,,,,-16628,,,minimize,,,58,2300,,1550,6864,,,,3048,,0.767354,,3000,,MaxEff,,800,0,,,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta62_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta62_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6588500887156,1011,20430896,240241,4051,236188,-14354,1164170067,0.187,minimize,0.0,54,54,3050,-1698929548,2050,9121,-14354,19404266,1198.989,4050,971515,1.00851,0.0,4000,971515,MaxEff,0.63,1050,0,5070,990.367,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta48_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta48_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5714353006333,609,3277469,259560,2431,257127,-10595,453557404,0.114,minimize,0.0,47,47,1830,1587745479,1230,5481,-10595,2716437,1199.392,2430,533098,0.605351,0.0,2400,533098,MaxEff,0.94,630,0,3050,478.073,1200
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta71_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.5086413770914,2018,2788908,1794067,8090,1785975,-44232,242297086,0.381,minimize,0.0,345,345,6100,1648569150,4100,18210,-44232,1757169,1198.109,8089,334851,1.89338,0.0,8000,334851,MaxEff,3.16,2100,0,10098,747.233,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta56_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta56_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6350448392332,764,6969966,291588,3048,288538,-14109,592541742,0.139,minimize,0.0,68,68,2300,-402676442,1550,6863,-14109,6120535,1199.234,3047,797095,0.763738,0.0,3000,797095,MaxEff,0.94,800,0,3809,621.258,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta38_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta38_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4717698991299,460,2658939,164869,1832,163035,-7270,484445726,0.081,minimize,0.0,28,28,1380,452992869,930,4127,-7270,1712914,1199.509,1831,933226,0.489938,0.0,1800,933226,MaxEff,0.63,480,0,2297,419.24,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta51_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5670499596745,764,6247840,226529,3053,223474,-14933,234210584,0.141,minimize,0.0,70,70,2300,-2071439612,1550,6868,-14933,4779657,1199.228,3052,1414357,0.768692,0.0,3000,1414357,MaxEff,0.94,800,0,3819,5.711,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta74_8a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.638410113752,,,,,,-46586,,,minimize,,,259,6100,,4100,18208,,,,8087,,1.88505,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta54_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta54_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6224982794374,762,2390786,317522,3051,314469,-15857,290210460,0.137,minimize,0.0,53,53,2300,1126500893,1550,6866,-15857,1756364,1199.192,3050,593684,0.806548,0.0,3000,593684,MaxEff,0.94,800,0,3815,6.666,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta48_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta48_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.568306369707,605,3528612,269716,2432,267282,-10438,477043859,0.109,minimize,0.0,32,32,1830,-1867542438,1230,5482,-10438,2988876,1199.336,2431,520717,0.664386,0.0,2400,520717,MaxEff,0.94,630,0,3052,395.466,1200
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta36_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta36_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5260811522603,460,4412017,213819,1834,211983,-8278,407518339,0.082,minimize,0.0,29,29,1380,77904437,930,4129,-8278,3319532,1199.509,1833,1078992,0.490165,0.0,1800,1078992,MaxEff,0.63,480,0,2301,1011.466,900
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta37_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta37_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.559034127742,461,3460025,166419,1834,164583,-8284,402116796,0.086,minimize,0.0,30,30,1380,2100516200,930,4129,-8284,2406390,1199.508,1833,1039630,0.491203,0.0,1800,1039630,MaxEff,0.63,480,0,2301,179.243,900
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta71_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.1527119614184,2017,3850113,806190,8091,798097,-31651,610750018,0.386,minimize,0.0,142,142,6100,-1483488179,4100,18211,-31651,3405226,1198.083,8090,157847,1.91724,0.0,8000,157847,MaxEff,2.11,2100,0,10100,950.355,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta37_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta37_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4129843264818,,,,,,-8284,,,minimize,,,30,1380,,930,4129,,,,1833,,0.517024,,1800,,MaxEff,,480,0,,,900
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta35_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta35_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5386904347688,460,3926422,223644,1831,221811,-7830,427972387,0.081,minimize,0.0,60,60,1380,-2088540695,930,4126,-7830,2859819,1199.511,1830,1038996,0.489791,0.0,1800,1038996,MaxEff,0.94,480,0,2295,1133.963,900
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta77_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7394220754504,,,,,,-43471,,,minimize,,,134,6100,,4100,18218,,,,8097,,1.89621,,8000,,MaxEff,,2100,0,,,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta79_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.2542508505285,2019,3645344,713812,8087,705723,-22636,526630897,0.381,minimize,0.0,119,119,6100,-457731113,4100,18207,-22636,3250623,1198.115,8086,153527,1.88428,0.0,8000,153527,MaxEff,1.41,2100,0,10092,1135.98,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta57_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta57_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5937747508287,764,8968149,286659,3050,283607,-14881,337131877,0.14,minimize,0.0,77,77,2300,591671527,1550,6865,-14881,7306724,1199.194,3049,1602270,0.804917,0.0,3000,1602270,MaxEff,0.94,800,0,3813,140.149,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta48_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta48_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4179994557053,,,,,,-10438,,,minimize,,,32,1830,,1230,5482,,,,2431,,0.646612,,2400,,MaxEff,,630,0,,,1200
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta39_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta39_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5136351380497,458,1878643,182270,1830,180438,-8323,475442265,0.082,minimize,0.0,37,37,1380,1561004322,930,4125,-8323,1090412,1199.485,1829,771151,0.513032,0.0,1800,771151,MaxEff,0.94,480,0,2293,120.849,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta61_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta61_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.8271100074053,1015,2332473,417378,4045,413331,-19606,284090561,0.189,minimize,0.0,90,90,3050,-27851497,2050,9115,-19606,1707324,1198.988,4044,533379,1.01025,0.0,4000,533379,MaxEff,0.94,1050,0,5058,649.432,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta59_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta59_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5671457666904,762,5518250,247952,3050,244900,-14550,260407807,0.137,minimize,0.0,65,65,2300,-823437765,1550,6865,-14550,4257631,1199.216,3049,1210751,0.782317,0.0,3000,1210751,MaxEff,0.94,800,0,3813,10.836,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta69_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta69_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7896682526916,1016,2993935,432692,4050,428640,-21628,248924108,0.193,minimize,0.0,71,71,3050,941912850,2050,9120,-21628,2311417,1198.95,4049,609978,1.04928,0.0,4000,609978,MaxEff,1.41,1050,0,5068,812.525,2000
