configuration,problem,model,data_file,status,time,peakDepth,nodes,variables,intVars,boolVariables,objective,propagations,initTime,method,baseMem,restarts,nSolutions,flatBoolVars,randomSeed,evaluatedHalfReifiedConstraints,flatIntConstraints,solver_objective,backjumps,solveTime,flatIntVars,nogoods,flatTime,peakMem,flatBoolConstraints,failures,run,trailMem,eliminatedImplications,paths,propagators,optTime,evaluatedReifiedConstraints
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta52_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta52_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6374020706862,763,5393629,249298,3048,246248,-15141,217204347,0.142,minimize,0.0,52,52,2300,-238646028,1550,6863,-15141,4401810,1199.213,3047,951672,0.788239,0.0,3000,951672,MaxEff,0.94,800,0,3809,3.662,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta71_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.653904311359,,,,,,-32720,,,minimize,,,166,6100,,4100,18211,,,,8090,,1.88931,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta57_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta57_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5973193962127,764,7457355,313625,3051,310572,-15793,424593502,0.141,minimize,0.0,101,101,2300,-1677873884,1550,6866,-15793,6368380,1199.21,3050,1011656,0.788664,0.0,3000,1011656,MaxEff,0.94,800,0,3815,252.095,1500
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta53_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta53_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6251552775502,766,3049236,240273,3049,237222,-15127,258318750,0.14,minimize,0.0,51,51,2300,-732590202,1550,6864,-15127,2029968,1199.229,3048,979848,0.768081,0.0,3000,979848,MaxEff,0.94,800,0,3811,16.623,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta46_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta46_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6463328693062,607,2925988,236916,2433,234481,-10385,492090809,0.113,minimize,0.0,26,26,1830,1444333513,1230,5483,-10385,2230403,1199.346,2432,679790,0.652453,0.0,2400,679790,MaxEff,0.94,630,0,3054,8.857,1200
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta61_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta61_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.8389423694462,1015,2581737,454820,4046,450772,-19136,306936560,0.19,minimize,0.0,110,110,3050,1601941345,2050,9116,-19136,1966070,1198.958,4045,503666,1.04617,0.0,4000,503666,MaxEff,1.41,1050,0,5060,121.028,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta79_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3715855963528,2021,1653409,1398868,8088,1390778,-44118,217985838,0.372,minimize,0.0,141,141,6100,-871848103,4100,18208,-44118,1077690,1198.053,8087,289834,1.95334,0.0,8000,289834,MaxEff,3.16,2100,0,10094,214.158,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta54_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta54_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5382128525525,762,10354524,230528,3053,227473,-12519,903404536,0.136,minimize,0.0,69,69,2300,-663973340,1550,6868,-12519,9659062,1199.222,3052,642697,0.777885,0.0,3000,642697,MaxEff,0.63,800,0,3819,844.419,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta44_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta44_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5859893262386,612,2478102,264690,2431,262257,-11710,451887552,0.114,minimize,0.0,32,32,1830,1602941344,1230,5481,-11710,1835507,1199.346,2430,622838,0.656947,0.0,2400,622838,MaxEff,0.94,630,0,3050,469.543,1200
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta80_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3490406945348,2018,3709663,1419150,8091,1411057,-40296,183778810,0.381,minimize,0.0,163,163,6100,1000478888,4100,18211,-40296,2971680,1198.082,8090,408030,1.91752,0.0,8000,408030,MaxEff,3.16,2100,0,10100,144.839,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta62_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta62_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5529911480844,,,,,,-19230,,,minimize,,,45,3050,,2050,9119,,,,4048,,1.01214,,4000,,MaxEff,,1050,0,,,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta55_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta55_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5567122846842,762,5326817,212369,3049,209318,-12244,274528260,0.14,minimize,0.0,60,60,2300,-2083304162,1550,6864,-12244,3846411,1199.221,3048,1434181,0.776047,0.0,3000,1434181,MaxEff,0.63,800,0,3811,4.608,1500
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta72_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.1276560388505,2018,2970574,591940,8092,583846,-24437,678482634,0.381,minimize,0.0,87,87,6100,23700046,4100,18212,-24437,2673611,1198.123,8091,120436,1.8912,0.0,8000,120436,MaxEff,1.41,2100,0,10102,734.81,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta58_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta58_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5673079956323,763,1967404,299933,3055,296876,-16400,273992146,0.141,minimize,0.0,65,65,2300,-137501471,1550,6870,-16400,1353422,1199.206,3054,564042,0.790442,0.0,3000,564042,MaxEff,0.94,800,0,3823,5.832,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta47_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta47_2a_alloc1_MaxEffSpread.dzn,OPTIMAL_SOLUTION,97.4759564306587,602,469408,249105,2431,246672,-9610,62088059,0.114,minimize,0.0,40,40,1830,1772035085,1230,5481,-9610,407517,96.277,2430,43066,0.650524,0.0,2400,43066,MaxEff,0.63,630,0,3050,75.16,1200
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta73_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.0754421651363,2016,6318808,509260,8094,501164,-23088,770937538,0.388,minimize,0.0,81,81,6100,-533645755,4100,18214,-23088,5880551,1198.038,8093,273803,1.95957,0.0,8000,273803,MaxEff,1.41,2100,0,10106,714.978,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta73_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5699051003903,,,,,,-35841,,,minimize,,,254,6100,,4100,18214,,,,8093,,1.90497,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta78_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.0740701239556,2017,6617934,586592,8088,578502,-23744,799598363,0.379,minimize,0.0,103,103,6100,360097599,4100,18208,-23744,6125865,1198.167,8087,283201,1.83655,0.0,8000,283201,MaxEff,1.41,2100,0,10094,1085.214,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta53_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta53_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6690596528351,766,3228738,240998,3051,237945,-15127,253084436,0.141,minimize,0.0,51,51,2300,167339943,1550,6866,-15127,2212944,1199.229,3050,976364,0.770073,0.0,3000,976364,MaxEff,0.94,800,0,3815,7.273,1500
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta77_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.30540558137,2020,1980453,1270803,8095,1262706,-41750,199321555,0.384,minimize,0.0,135,135,6100,894001754,4100,18215,-41750,1333641,1198.113,8094,372990,1.88458,0.0,8000,372990,MaxEff,3.16,2100,0,10108,1141.224,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta64_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta64_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5268564913422,,,,,,-17751,,,minimize,,,121,3050,,2050,9110,,,,4039,,1.00755,,4000,,MaxEff,,1050,0,,,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta42_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta42_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5859755836427,609,3438651,281442,2433,279007,-10712,526830290,0.114,minimize,0.0,30,30,1830,1355985252,1230,5483,-10712,2990609,1199.388,2432,430228,0.611195,0.0,2400,430228,MaxEff,0.63,630,0,3054,513.08,1200
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta69_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta69_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7940088305622,1017,2849202,417652,4049,413601,-21599,247467492,0.19,minimize,0.0,62,62,3050,1445016618,2050,9119,-21599,2173891,1198.998,4048,611883,1.00389,0.0,4000,611883,MaxEff,1.41,1050,0,5066,675.028,2000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta69_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta69_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5021588392556,,,,,,-21628,,,minimize,,,71,3050,,2050,9120,,,,4049,,1.001409,,4000,,MaxEff,,1050,0,,,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta42_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta42_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5725112687796,609,3321587,271769,2432,269335,-10109,549993194,0.11,minimize,0.0,29,29,1830,999690817,1230,5482,-10109,2786705,1199.357,2431,517559,0.641358,0.0,2400,517559,MaxEff,0.94,630,0,3052,610.597,1200
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta56_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta56_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6574639808387,765,3500482,285672,3047,282623,-15896,257421280,0.141,minimize,0.0,61,61,2300,1334192220,1550,6862,-15896,2614031,1199.222,3046,839425,0.775965,0.0,3000,839425,MaxEff,0.94,800,0,3807,7.101,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta76_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta76_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.1399604305625,2020,3488458,874835,8087,866746,-32226,687159199,0.385,minimize,0.0,149,149,6100,-1385475005,4100,18207,-32226,3052668,1198.047,8086,134499,1.95282,0.0,8000,134499,MaxEff,2.11,2100,0,10092,1193.473,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta79_8a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3582614529878,2022,1716760,1414471,8089,1406380,-44118,207697084,0.388,minimize,0.0,147,147,6100,1541705266,4100,18209,-44118,1128283,1198.125,8088,290360,1.8737,0.0,8000,290360,MaxEff,3.16,2100,0,10096,226.397,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta63_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta63_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.771769279614,1016,3307722,325790,4050,321738,-16919,277215347,0.186,minimize,0.0,51,51,3050,388150206,2050,9120,-16919,2524135,1198.987,4049,731195,1.01132,0.0,4000,731195,MaxEff,0.94,1050,0,5068,154.85,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta53_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta53_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6796941328794,765,6433269,243641,3050,240589,-15213,230119306,0.14,minimize,0.0,60,60,2300,-1982316293,1550,6865,-15213,5153635,1199.229,3049,1233391,0.769386,0.0,3000,1233391,MaxEff,0.63,800,0,3813,4.712,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta36_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta36_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.307646298781,,,,,,-8472,,,minimize,,,31,1380,,930,4128,,,,1832,,0.513962,,1800,,MaxEff,,480,0,,,900
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta53_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta53_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4345893431455,,,,,,-15127,,,minimize,,,51,2300,,1550,6866,,,,3050,,0.773089,,3000,,MaxEff,,800,0,,,1500
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta57_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta57_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6788107249886,765,7856104,281866,3050,278814,-14881,228536750,0.143,minimize,0.0,77,77,2300,1938860161,1550,6865,-14881,6267111,1199.214,3049,1529737,0.7843,0.0,3000,1529737,MaxEff,0.94,800,0,3813,35.662,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta79_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6510526277125,,,,,,-29154,,,minimize,,,283,6100,,4100,18211,,,,8090,,1.8928,,8000,,MaxEff,,2100,0,,,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta33_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta33_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5381347239017,461,3172352,208575,1833,206740,-8977,445436615,0.085,minimize,0.0,55,55,1380,1007645615,930,4128,-8977,2199234,1199.507,1832,947685,0.491442,0.0,1800,947685,MaxEff,0.63,480,0,2299,334.274,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta35_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta35_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5464352928102,461,4073091,217243,1831,215410,-7830,436275044,0.085,minimize,0.0,60,60,1380,1608563279,930,4126,-7830,2921989,1199.51,1830,1123446,0.489201,0.0,1800,1123446,MaxEff,0.94,480,0,2295,1111.629,900
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta75_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.2386910859495,2018,2339175,1164348,8089,1156257,-40988,586598640,0.375,minimize,0.0,123,123,6100,-1660448917,4100,18209,-40988,2001602,1198.13,8088,88896,1.88125,0.0,8000,88896,MaxEff,3.16,2100,0,10096,155.473,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta58_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta58_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.435218244791,,,,,,-15650,,,minimize,,,76,2300,,1550,6869,,,,3053,,0.77054,,3000,,MaxEff,,800,0,,,1500
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta80_8a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.4053769428283,2018,1572000,1372364,8092,1364270,-41113,201770847,0.381,minimize,0.0,181,181,6100,-1292063144,4100,18212,-41113,852579,1197.997,8091,353320,2.01355,0.0,8000,353320,MaxEff,3.16,2100,0,10102,70.098,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta64_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta64_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.513585343957,,,,,,-18229,,,minimize,,,66,3050,,2050,9109,,,,4038,,1.00661,,4000,,MaxEff,,1050,0,,,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta71_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.456919254735,2019,2953234,1642367,8094,1634271,-43360,340704366,0.393,minimize,0.0,235,235,6100,1990074432,4100,18214,-43360,2259431,1198.026,8093,218615,1.97311,0.0,8000,218615,MaxEff,3.16,2100,0,10106,670.45,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta77_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.1368850115687,2018,3615869,628100,8099,619999,-24537,477008455,0.389,minimize,0.0,89,89,6100,1427754321,4100,18219,-24537,3282647,1198.085,8098,152555,1.91642,0.0,8000,152555,MaxEff,1.41,2100,0,10116,805.808,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta58_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta58_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6526927705854,764,1808878,358992,3056,355934,-17217,292535657,0.144,minimize,0.0,71,71,2300,-1060755319,1550,6871,-17217,1142036,1199.178,3055,612306,0.819666,0.0,3000,612306,MaxEff,0.94,800,0,3825,51.029,1500
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta44_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta44_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6224571522325,613,2418392,264926,2431,262493,-11710,453407846,0.113,minimize,0.0,32,32,1830,-245247116,1230,5481,-11710,1767356,1199.389,2430,631235,0.609115,0.0,2400,631235,MaxEff,0.94,630,0,3050,465.291,1200
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta78_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.595959642902,,,,,,-37204,,,minimize,,,187,6100,,4100,18211,,,,8090,,2.0285,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta77_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6195115856826,,,,,,-28279,,,minimize,,,166,6100,,4100,18219,,,,8098,,1.93671,,8000,,MaxEff,,2100,0,,,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta63_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta63_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.8026387225837,1015,2661494,385726,4052,381672,-16625,323374776,0.187,minimize,0.0,94,94,3050,997322238,2050,9122,-16625,1878052,1198.989,4051,687665,1.014829,0.0,4000,687665,MaxEff,0.94,1050,0,5072,44.405,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta74_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.5949181001633,2020,4756051,1976240,8086,1968152,-45120,171414001,0.387,minimize,0.0,453,453,6100,78940,4100,18206,-45120,3355176,1198.117,8085,485935,1.88235,0.0,8000,485935,MaxEff,3.16,2100,0,10090,352.748,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta34_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta34_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5415035411716,461,2837492,155979,1834,154143,-8217,535108844,0.085,minimize,0.0,25,25,1380,-1904331363,930,4129,-8217,1745146,1199.506,1833,1080610,0.492529,0.0,1800,1080610,MaxEff,0.94,480,0,2301,2.323,900
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta49_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta49_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5497195590287,609,2376141,226686,2430,224254,-10289,469281840,0.109,minimize,0.0,26,26,1830,-1668065164,1230,5480,-10289,1731478,1199.327,2429,628608,0.671232,0.0,2400,628608,MaxEff,0.94,630,0,3048,282.776,1200
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta71_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7458851914853,,,,,,-33458,,,minimize,,,162,6100,,4100,18212,,,,8091,,1.8942,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta40_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta40_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4032771252096,,,,,,-7215,,,minimize,,,20,1380,,930,4125,,,,1829,,0.50974,,1800,,MaxEff,,480,0,,,900
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta70_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta70_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7246877476573,1013,2951474,354183,4046,350135,-19229,280704622,0.186,minimize,0.0,61,61,3050,1120348054,2050,9116,-19229,2233521,1198.972,4045,655621,1.02529,0.0,4000,655621,MaxEff,0.94,1050,0,5060,16.007,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta62_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta62_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.8064780402929,1013,2306982,371329,4049,367278,-19230,368153688,0.189,minimize,0.0,45,45,3050,119452504,2050,9119,-19230,1681451,1198.995,4048,579384,1.004629,0.0,4000,579384,MaxEff,0.94,1050,0,5066,4.585,2000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta78_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6275968607515,,,,,,-40708,,,minimize,,,194,6100,,4100,18212,,,,8091,,1.88249,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta60_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta60_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6651806440204,764,6554904,274426,3054,271370,-13619,294577195,0.14,minimize,0.0,99,99,2300,-1105760661,1550,6869,-13619,4703983,1199.225,3053,1775108,0.772496,0.0,3000,1775108,MaxEff,0.63,800,0,3821,48.711,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta52_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta52_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4295130949467,,,,,,-16112,,,minimize,,,50,2300,,1550,6865,,,,3049,,0.768542,,3000,,MaxEff,,800,0,,,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta75_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6789881028235,,,,,,-44353,,,minimize,,,129,6100,,4100,18206,,,,8085,,1.89703,,8000,,MaxEff,,2100,0,,,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta80_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3942131940275,2018,2067900,1631736,8090,1623644,-37543,409391637,0.372,minimize,0.0,301,301,6100,86889567,4100,18210,-37543,1397844,1198.106,8089,62621,1.89136,0.0,8000,62621,MaxEff,3.16,2100,0,10098,1115.259,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta58_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta58_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4060723204166,,,,,,-17217,,,minimize,,,71,2300,,1550,6871,,,,3055,,0.811192,,3000,,MaxEff,,800,0,,,1500
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta51_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5662621688098,763,8733445,256369,3051,253316,-14399,200317650,0.141,minimize,0.0,72,72,2300,782810767,1550,6866,-14399,6965620,1199.233,3050,1712437,0.766017,0.0,3000,1712437,MaxEff,0.63,800,0,3815,14.905,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta75_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3255478031933,2019,1624385,1361625,8086,1353537,-44353,189657884,0.38,minimize,0.0,129,129,6100,294930889,4100,18206,-44353,1010284,1198.086,8085,352752,1.9118,0.0,8000,352752,MaxEff,3.16,2100,0,10090,57.023,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta79_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3836396355182,2022,1627299,1399303,8088,1391213,-44118,208562883,0.389,minimize,0.0,141,141,6100,-1478364612,4100,18208,-44118,1061246,1197.999,8087,280039,2.000649,0.0,8000,280039,MaxEff,3.16,2100,0,10094,220.897,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta50_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta50_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5520117282867,602,3303699,284970,2433,282535,-9588,583015910,0.113,minimize,0.0,39,39,1830,-1006671075,1230,5483,-9588,2970406,1199.384,2432,312302,0.615487,0.0,2400,312302,MaxEff,0.63,630,0,3054,615.807,1200
