configuration,problem,model,data_file,status,time,restarts,intVars,run,initTime,solveTime,method,flatTime,backjumps,optTime,nSolutions,solver_objective,flatIntConstraints,objective,baseMem,trailMem,eliminatedImplications,flatBoolVars,flatBoolConstraints,failures,nogoods,nodes,propagations,peakDepth,propagators,paths,flatIntVars,evaluatedHalfReifiedConstraints,randomSeed,boolVariables,evaluatedReifiedConstraints,peakMem,variables
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta41_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta41_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,318.8507820535451,9,2432,MinDis,0.113,317.603,minimize,0.645765,1211323,67.502,9,2,5484,2,0.0,0.63,630,1830,2400,90277,90277,1306172,195121138,603,3052,0,2431,1230,1772006752,359373,1200,0.0,361807
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_9a_alloc1_MinDis.dzn,SATISFIED,1200.6541645210236,,,MinDis,,,minimize,1.80325,,,257,,18214,5513,,,2100,6100,8000,,,,,,,0,8091,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta47_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta47_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,9.095738852396607,7,2431,MinDis,0.11,8.026999,minimize,0.621619,82656,7.452,7,104,5483,104,0.0,0.42,630,1830,2400,6649,6649,91999,6644683,603,3050,0,2430,1230,1771998146,201434,1200,0.0,203867
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta46_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta46_2a_alloc1_MinDis.dzn,UNKNOWN,1200.501610957086,0,2431,MinDis,0.112,1199.371,minimize,0.627634,2263487,0.0,0,-1,5483,,0.0,0.94,630,1830,2400,670858,670858,2934666,471320180,604,3050,0,2430,1230,656356853,230561,1200,0.0,232994
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta62_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_4a_alloc1_MinDis.dzn,SATISFIED,1200.750424200669,8,4049,MinDis,0.19,1198.985,minimize,1.0123,2586825,71.166,8,1208036,9121,1208036,0.0,0.94,1050,3050,4000,834733,834733,3430487,321203606,1014,5066,0,4048,2050,422272647,315737,2000,0.0,319788
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_10a_alloc1_MinDis.dzn,SATISFIED,1201.1276730038226,10,8090,MinDis,0.373,1198.193,minimize,1.81575,4098436,931.405,10,2056339,18212,2056339,0.0,2.11,2100,6100,8000,184335,184335,4304232,1020101655,2020,10098,0,8089,4100,313104013,617800,4000,0.0,625892
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta36_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta36_3a_alloc1_MinDis.dzn,UNKNOWN,1200.3977101165801,,,MinDis,,,minimize,0.51015,,,0,,4130,,,,480,1380,1800,,,,,,,0,1832,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta68_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_4a_alloc1_MinDis.dzn,SATISFIED,1200.8473348617554,24,4045,MinDis,0.185,1199.045,minimize,0.956823,1725846,570.335,24,794485,9117,794485,0.0,0.94,1050,3050,4000,518553,518553,2269486,379512452,1014,5058,0,4044,2050,-1524605571,432970,2000,0.0,437017
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_8a_alloc1_MinDis.dzn,SATISFIED,1200.7230786141008,,,MinDis,,,minimize,1.89507,,,63,,18211,331488,,,2100,6100,8000,,,,,,,0,8088,4100,,,4000,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_7a_alloc1_MinDis.dzn,SATISFIED,1201.3476351704448,67,8091,MinDis,0.387,1198.12,minimize,1.89294,2391868,970.964,67,722494,18213,722494,0.0,2.11,2100,6100,8000,103374,103374,2631786,535333719,2020,10100,0,8090,4100,-1845745996,1146428,4000,0.0,1154521
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta53_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_4a_alloc1_MinDis.dzn,SATISFIED,1200.5886270087212,2,3049,MinDis,0.142,1199.226,minimize,0.772879,2641716,5.132,2,1697505,6866,1697505,0.0,0.94,800,2300,3000,1255140,1255140,3899056,300956572,766,3811,0,3048,1550,-1708000029,179234,1500,0.0,182285
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta65_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_3a_alloc1_MinDis.dzn,SATISFIED,1200.7006624992937,2,4045,MinDis,0.183,1198.983,minimize,1.01494,1954048,6.515,2,494776,9117,494776,0.0,1.41,1050,3050,4000,787266,787266,2744190,343720852,1013,5058,0,4044,2050,-1764360747,288826,2000,0.0,292873
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta70_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta70_3a_alloc1_MinDis.dzn,SATISFIED,1200.7194590363652,17,4043,MinDis,0.192,1199.015,minimize,0.984526,5711164,380.761,17,314256,9115,314256,0.0,0.94,1050,3050,4000,381005,381005,6110182,672766739,1014,5054,0,4042,2050,905558985,406945,2000,0.0,410990
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta57_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_5a_alloc1_MinDis.dzn,UNKNOWN,1200.4430687595159,,,MinDis,,,minimize,0.778938,,,0,,6867,,,,800,2300,3000,,,,,,,0,3049,1550,,,1500,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta63_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta63_5a_alloc1_MinDis.dzn,SATISFIED,1200.5111959986389,,,MinDis,,,minimize,1.00237,,,60,,9123,15627,,,1050,3050,4000,,,,,,,0,4050,2050,,,2000,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta43_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta43_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,727.1903571151197,5,2425,MinDis,0.109,725.911,minimize,0.656189,2714008,725.851,5,0,5477,0,0.0,0.94,630,1830,2400,213458,213458,2929930,455980330,603,3038,0,2424,1230,1772005363,292217,1200,0.0,294644
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta76_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_7a_alloc1_MinDis.dzn,SATISFIED,1201.272983605042,39,8086,MinDis,0.378,1198.112,minimize,1.89273,2893535,1035.791999,39,1786099,18208,1786099,0.0,2.11,2100,6100,8000,132413,132413,3106030,543758561,2021,10090,0,8085,4100,-161026177,908119,4000,0.0,916207
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta67_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_4a_alloc1_MinDis.dzn,SATISFIED,1200.5174703169614,,,MinDis,,,minimize,1.01647,,,28,,9119,249,,,1050,3050,4000,,,,,,,0,4046,2050,,,2000,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta55_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_3a_alloc1_MinDis.dzn,SATISFIED,1200.6679270714521,1,3047,MinDis,0.138,1199.221,minimize,0.77733,3224700,0.264,1,564521,6864,564521,0.0,0.94,800,2300,3000,1123013,1123013,4349124,302230279,756,3807,0,3046,1550,-1894521397,175805,1500,0.0,178854
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_6a_alloc1_MinDis.dzn,SATISFIED,1200.6404815241694,,,MinDis,,,minimize,1.92673,,,77,,18209,298327,,,2100,6100,8000,,,,,,,0,8086,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_6a_alloc1_MinDis.dzn,SATISFIED,1201.1403870526701,21,8089,MinDis,0.389,1198.103,minimize,1.90478,3407921,123.118,21,1364186,18211,1364186,0.0,2.11,2100,6100,8000,160101,160101,3611639,903673383,2016,10096,0,8088,4100,103830814,743461,4000,0.0,751552
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_8a_alloc1_MinDis.dzn,SATISFIED,1200.6427962649614,,,MinDis,,,minimize,1.88669,,,186,,18214,653438,,,2100,6100,8000,,,,,,,0,8091,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta66_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_5a_alloc1_MinDis.dzn,SATISFIED,1200.5069764647633,,,MinDis,,,minimize,1.00299,,,35,,9119,77512,,,1050,3050,4000,,,,,,,0,4046,2050,,,2000,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta34_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta34_3a_alloc1_MinDis.dzn,SATISFIED,1200.5291946604848,9,1833,MinDis,0.084,1199.518,minimize,0.48247,2132875,1108.162,9,69932,4130,69932,0.0,0.94,480,1380,1800,886645,886645,3023930,415756970,461,2299,0,1832,930,1071179110,226364,900,0.0,228199
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta41_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta41_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,528.687016857788,7,2431,MinDis,0.112,527.49,minimize,0.615427,1500450,527.417,7,0,5483,0,0.0,0.63,630,1830,2400,164724,164724,1669088,248316888,604,3050,0,2430,1230,-884881030,289282,1200,0.0,291715
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta58_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_4a_alloc1_MinDis.dzn,SATISFIED,1200.7405036184937,30,3054,MinDis,0.144,1199.218,minimize,0.78063,2725641,123.726,30,18,6871,18,0.0,0.94,800,2300,3000,830343,830343,3580382,359781397,763,3821,0,3053,1550,-468124242,288154,1500,0.0,291210
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_6a_alloc1_MinDis.dzn,SATISFIED,1201.187933133915,37,8090,MinDis,0.381,1198.105,minimize,1.89562,2880334,771.588,37,2438215,18212,2438215,0.0,2.11,2100,6100,8000,131805,131805,3088099,577110785,2018,10098,0,8089,4100,1927072640,931495,4000,0.0,939587
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta40_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta40_2a_alloc1_MinDis.dzn,UNKNOWN,1200.4066478777677,,,MinDis,,,minimize,0.512497,,,0,,4125,,,,480,1380,1800,,,,,,,0,1827,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta76_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_5a_alloc1_MinDis.dzn,SATISFIED,1201.3196314163506,134,8084,MinDis,0.391,1198.102,minimize,1.90118,2933382,984.41,134,44532,18206,44532,0.0,2.11,2100,6100,8000,113273,113273,3319055,380837862,2021,10086,0,8083,4100,624212604,1354646,4000,0.0,1362732
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_9a_alloc1_MinDis.dzn,SATISFIED,1201.193298412487,43,8093,MinDis,0.378,1198.133,minimize,1.86732,2769639,192.91,43,1151093,18215,1151093,0.0,2.11,2100,6100,8000,125872,125872,2983644,406964902,2020,10104,0,8092,4100,-117026003,973511,4000,0.0,981606
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_8a_alloc1_MinDis.dzn,SATISFIED,1201.2327447384596,24,8089,MinDis,0.377,1198.12,minimize,1.89082,2403419,443.581,24,905910,18211,905910,0.0,2.11,2100,6100,8000,106544,106544,2559670,757059070,2019,10096,0,8088,4100,1281941405,861198,4000,0.0,869289
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_8a_alloc1_MinDis.dzn,SATISFIED,1201.2488097213209,80,8092,MinDis,0.38,1198.103,minimize,1.89653,2609010,880.25,80,1207139,18214,1207139,0.0,2.11,2100,6100,8000,117081,117081,2888889,372478300,2020,10102,0,8091,4100,-21782748,1179864,4000,0.0,1187958
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta39_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta39_2a_alloc1_MinDis.dzn,SATISFIED,1200.574695739895,2,1828,MinDis,0.08,1199.512,minimize,0.48792,1657124,108.547,2,1042441,4125,1042441,0.0,0.63,480,1380,1800,840277,840277,2498632,435324125,457,2289,0,1827,930,774753932,185660,900,0.0,187490
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_9a_alloc1_MinDis.dzn,SATISFIED,1201.2157173324376,28,8088,MinDis,0.399,1198.17,minimize,1.82778,2492886,544.053,28,351961,18210,351961,0.0,2.11,2100,6100,8000,114198,114198,2664855,692249381,2020,10094,0,8087,4100,-666230453,958943,4000,0.0,967033
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta49_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta49_3a_alloc1_MinDis.dzn,SATISFIED,1200.4308650307357,,,MinDis,,,minimize,0.652128,,,12,,5482,440,,,630,1830,2400,,,,,,,0,2429,1230,,,1200,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta44_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta44_3a_alloc1_MinDis.dzn,SATISFIED,1200.5241289120167,3,2431,MinDis,0.107,1199.402,minimize,0.598333,1996971,1075.871,3,128222,5483,128222,0.0,0.94,630,1830,2400,732262,732262,2731459,472220338,611,3050,0,2430,1230,916374647,247114,1200,0.0,249547
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_5a_alloc1_MinDis.dzn,SATISFIED,1201.2694319169968,87,8086,MinDis,0.376,1198.151,minimize,1.85849,2774253,921.232,87,6,18208,6,0.0,2.11,2100,6100,8000,122025,122025,3073051,485042194,2021,10090,0,8085,4100,98055179,1285478,4000,0.0,1293566
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta62_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_4a_alloc1_MinDis.dzn,SATISFIED,1200.7031909152865,8,4049,MinDis,0.183,1199.037,minimize,0.961171,4467074,377.661,8,1208036,9121,1208036,0.0,0.94,1050,3050,4000,803945,803945,5279936,483031003,1012,5066,0,4048,2050,1646146759,330633,2000,0.0,334684
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta54_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_4a_alloc1_MinDis.dzn,SATISFIED,1200.464183267206,,,MinDis,,,minimize,0.765972,,,8,,6868,463641,,,800,2300,3000,,,,,,,0,3050,1550,,,1500,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_7a_alloc1_MinDis.dzn,SATISFIED,1201.2544521708041,47,8088,MinDis,0.392,1198.105,minimize,1.89715,2919760,966.816,47,221708,18210,221708,0.0,2.11,2100,6100,8000,134393,134393,3150386,429311486,2021,10094,0,8087,4100,-598434745,1038084,4000,0.0,1046174
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_6a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,737.6133849918842,225,8084,MinDis,0.381,733.793,minimize,1.89559,1912106,733.676,225,0,18206,0,0.0,3.16,2100,6100,8000,70581,70581,2424592,314434971,2020,10086,0,8083,4100,1772006270,2016084,4000,0.0,2024170
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta42_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta42_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,672.5991404019296,12,2431,MinDis,0.112,671.294,minimize,0.6485,1755303,671.183,12,0,5483,0,0.0,0.94,630,1830,2400,348552,348552,2110639,350084691,603,3050,0,2430,1230,1772000554,265382,1200,0.0,267815
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta63_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta63_5a_alloc1_MinDis.dzn,SATISFIED,1200.607639055699,48,4051,MinDis,0.179,1199.041,minimize,0.958076,12347260,1028.146999,48,115121,9123,115121,0.0,0.63,1050,3050,4000,571766,571766,12968259,910573828,1014,5070,0,4050,2050,-1180307532,273803,2000,0.0,277856
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_5a_alloc1_MinDis.dzn,SATISFIED,1201.0815586932003,28,8086,MinDis,0.388,1198.103,minimize,1.89412,3650642,674.578,28,271775,18208,271775,0.0,2.11,2100,6100,8000,158173,158173,3866682,750097164,2020,10090,0,8085,4100,-1972684879,821601,4000,0.0,829689
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_7a_alloc1_MinDis.dzn,SATISFIED,1200.5777090024203,,,MinDis,,,minimize,1.89801,,,84,,18217,88975,,,2100,6100,8000,,,,,,,0,8094,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_7a_alloc1_MinDis.dzn,SATISFIED,1201.1373290065676,42,8088,MinDis,0.384,1198.159,minimize,1.84675,2766193,814.58,42,615735,18210,615735,0.0,2.11,2100,6100,8000,121382,121382,2973597,742357383,2018,10094,0,8087,4100,-1457743093,996485,4000,0.0,1004575
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta66_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_5a_alloc1_MinDis.dzn,SATISFIED,1200.7641729507595,35,4047,MinDis,0.186,1199.014,minimize,0.987353,3636635,305.78,35,77512,9119,77512,0.0,0.94,1050,3050,4000,662740,662740,4335522,363285051,1013,5062,0,4046,2050,1933260791,398322,2000,0.0,402371
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta43_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta43_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,943.9111623037606,14,2426,MinDis,0.107,942.787,minimize,0.585851,2390473,869.889,14,1776,5478,1776,0.0,0.94,630,1830,2400,269190,269190,2666266,445607490,604,3040,0,2425,1230,1869458918,292513,1200,0.0,294941
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_9a_alloc1_MinDis.dzn,SATISFIED,1201.2204180378467,59,8090,MinDis,0.381,1198.069,minimize,1.93158,2008431,863.233,59,864856,18212,864856,0.0,2.11,2100,6100,8000,86864,86864,2215799,652999229,2022,10098,0,8089,4100,-1521250888,1154162,4000,0.0,1162254
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta58_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_3a_alloc1_MinDis.dzn,SATISFIED,1200.5114045329392,14,3053,MinDis,0.141,1199.238,minimize,0.760909,13143208,656.436,14,2741,6870,2741,0.0,0.63,800,2300,3000,891614,891614,14045984,1035667196,763,3819,0,3052,1550,570421974,179855,1500,0.0,182910
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta70_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta70_5a_alloc1_MinDis.dzn,SATISFIED,1200.457642223686,,,MinDis,,,minimize,0.960962,,,15,,9117,261238,,,1050,3050,4000,,,,,,,0,4044,2050,,,2000,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta49_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta49_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,200.98378549702466,6,2429,MinDis,0.112,199.746,minimize,0.654882,505981,199.626,6,0,5481,0,0.0,0.94,630,1830,2400,142048,142048,651509,100359905,610,3046,0,2428,1230,1772008545,241057,1200,0.0,243488
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_6a_alloc1_MinDis.dzn,SATISFIED,1201.1059838514775,28,8084,MinDis,0.388,1198.08,minimize,1.91954,3291506,608.709,28,818295,18206,818295,0.0,2.11,2100,6100,8000,151848,151848,3501138,770600963,2018,10086,0,8083,4100,-366167103,840075,4000,0.0,848161
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta59_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_3a_alloc1_MinDis.dzn,SATISFIED,1200.5307417344302,3,3048,MinDis,0.137,1199.228,minimize,0.770499,4626075,0.741,3,552105,6865,552105,0.0,0.94,800,2300,3000,1524578,1524578,6153621,243969966,762,3809,0,3047,1550,1123138358,158822,1500,0.0,161872
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_5a_alloc1_MinDis.dzn,SATISFIED,1201.128742331639,46,8089,MinDis,0.39,1198.191,minimize,1.80923,3123038,951.459,46,974898,18211,974898,0.0,2.11,2100,6100,8000,143171,143171,3360380,588573457,2020,10096,0,8088,4100,-1019875311,948714,4000,0.0,956805
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_10a_alloc1_MinDis.dzn,SATISFIED,1201.1712531410158,17,8094,MinDis,0.39,1198.107,minimize,1.89376,3864140,1014.776,17,526749,18216,526749,0.0,2.11,2100,6100,8000,182108,182108,4081867,959982008,2017,10106,0,8093,4100,-171520263,673998,4000,0.0,682094
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta65_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_5a_alloc1_MinDis.dzn,SATISFIED,1200.499782577157,,,MinDis,,,minimize,1.01216,,,2,,9119,282133,,,1050,3050,4000,,,,,,,0,4046,2050,,,2000,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta60_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_3a_alloc1_MinDis.dzn,SATISFIED,1200.6114997789264,9,3051,MinDis,0.139,1199.225,minimize,0.775619,5515108,379.212,9,499570,6868,499570,0.0,0.94,800,2300,3000,1156754,1156754,6679400,287268740,765,3815,0,3050,1550,252647325,231810,1500,0.0,234863
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta69_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_5a_alloc1_MinDis.dzn,SATISFIED,1200.5099081099033,,,MinDis,,,minimize,1.00031,,,31,,9122,36897,,,1050,3050,4000,,,,,,,0,4049,2050,,,2000,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta31_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta31_3a_alloc1_MinDis.dzn,SATISFIED,1200.5417966265231,2,1829,MinDis,0.083,1199.507,minimize,0.492134,2461278,694.835,2,151718,4126,151718,0.0,0.63,480,1380,1800,1000823,1000823,3463331,409295287,460,2291,0,1828,930,420452809,186045,900,0.0,187876
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta34_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta34_2a_alloc1_MinDis.dzn,SATISFIED,1200.3922009970993,,,MinDis,,,minimize,0.512835,,,4,,4129,870,,,480,1380,1800,,,,,,,0,1831,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta48_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_3a_alloc1_MinDis.dzn,SATISFIED,1200.5463026612997,12,2431,MinDis,0.111,1199.383,minimize,0.616118,3505021,461.997,12,214,5483,214,0.0,0.63,630,1830,2400,293176,293176,3804889,543313770,604,3050,0,2430,1230,-1404714896,324633,1200,0.0,327066
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_10a_alloc1_MinDis.dzn,SATISFIED,1201.4943289235234,11,8089,MinDis,0.405,1198.143,minimize,1.86045,4073909,1169.436,11,442146,18211,442146,0.0,2.11,2100,6100,8000,182651,182651,4280020,1082673154,2019,10096,0,8088,4100,-1915711406,679236,4000,0.0,687327
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta34_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta34_3a_alloc1_MinDis.dzn,SATISFIED,1200.3675593435764,,,MinDis,,,minimize,0.505009,,,9,,4130,69932,,,480,1380,1800,,,,,,,0,1832,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta59_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_5a_alloc1_MinDis.dzn,SATISFIED,1200.5254093129188,1,3050,MinDis,0.134,1199.255,minimize,0.741539,7936850,0.256,1,1942050,6867,1942050,0.0,0.94,800,2300,3000,1586843,1586843,9525134,240089595,761,3813,0,3049,1550,-8881230,161328,1500,0.0,164380
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_8a_alloc1_MinDis.dzn,SATISFIED,1201.4451677054167,50,8089,MinDis,0.403,1198.149,minimize,1.85142,3130471,707.835,50,1600912,18211,1600912,0.0,2.11,2100,6100,8000,135815,135815,3368554,663212566,2020,10096,0,8088,4100,-713103063,1048846,4000,0.0,1056937
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta54_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_4a_alloc1_MinDis.dzn,SATISFIED,1200.617429152131,8,3051,MinDis,0.14,1199.227,minimize,0.772273,2649898,69.43,8,463641,6868,463641,0.0,0.94,800,2300,3000,674919,674919,3331894,236525947,763,3815,0,3050,1550,-1091966678,281999,1500,0.0,285052
