configuration,problem,model,data_file,status,time,restarts,intVars,run,initTime,solveTime,method,flatTime,backjumps,optTime,nSolutions,solver_objective,flatIntConstraints,objective,baseMem,trailMem,eliminatedImplications,flatBoolVars,flatBoolConstraints,failures,nogoods,nodes,propagations,peakDepth,propagators,paths,flatIntVars,evaluatedHalfReifiedConstraints,randomSeed,boolVariables,evaluatedReifiedConstraints,peakMem,variables
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta60_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_5a_alloc1_MinDis.dzn,SATISFIED,1200.8222810737789,26,3053,MinDis,0.138,1199.234,minimize,0.763038,5258267,883.145,26,415374,6870,415374,0.0,0.94,800,2300,3000,1095165,1095165,6373831,259913240,765,3819,0,3052,1550,891015889,284821,1500,0.0,287876
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta52_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_5a_alloc1_MinDis.dzn,SATISFIED,1200.496062360704,,,MinDis,,,minimize,0.776688,,,24,,6866,146973,,,800,2300,3000,,,,,,,0,3048,1550,,,1500,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_7a_alloc1_MinDis.dzn,SATISFIED,1200.7189924232662,,,MinDis,,,minimize,1.8383,,,106,,18207,5874,,,2100,6100,8000,,,,,,,0,8084,4100,,,4000,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_6a_alloc1_MinDis.dzn,SATISFIED,1201.2537907660007,50,8089,MinDis,0.378,1198.136,minimize,1.87411,2550634,1089.212,50,915532,18211,915532,0.0,2.11,2100,6100,8000,120795,120795,2773501,574767902,2017,10096,0,8088,4100,1910035155,1088796,4000,0.0,1096887
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta58_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_5a_alloc1_MinDis.dzn,SATISFIED,1200.4572799019516,,,MinDis,,,minimize,0.77485,,,42,,6872,28673,,,800,2300,3000,,,,,,,0,3054,1550,,,1500,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_3a_alloc1_MinDis.dzn,SATISFIED,1200.6013272963464,8,3050,MinDis,0.142,1199.229,minimize,0.769529,4942679,1.162,8,1660874,6867,1660874,0.0,0.94,800,2300,3000,1369985,1369985,6319443,232840656,764,3813,0,3049,1550,-1670753377,205094,1500,0.0,208146
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_7a_alloc1_MinDis.dzn,SATISFIED,1201.3439345173538,26,8085,MinDis,0.404,1198.152,minimize,1.8447,3830582,1048.147999,26,52061,18207,52061,0.0,2.11,2100,6100,8000,177577,177577,4061903,912663261,2018,10088,0,8084,4100,-929034224,789663,4000,0.0,797750
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_7a_alloc1_MinDis.dzn,SATISFIED,1201.1633180826902,34,8087,MinDis,0.387,1198.045,minimize,1.95713,3160758,943.292,34,29838,18209,29838,0.0,2.11,2100,6100,8000,140569,140569,3371300,630303247,2021,10092,0,8086,4100,-1423662671,940889,4000,0.0,948978
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta50_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta50_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,631.9559886809438,15,2432,MinDis,0.114,630.765,minimize,0.610044,1925911,254.553,15,1122,5484,1122,0.0,0.63,630,1830,2400,146970,146970,2080220,330955580,604,3052,0,2431,1230,-3360158,275384,1200,0.0,277818
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_6a_alloc1_MinDis.dzn,SATISFIED,1201.1040074937046,31,8090,MinDis,0.393,1198.095,minimize,1.90395,3463339,587.225,31,331944,18212,331944,0.0,2.11,2100,6100,8000,151301,151301,3678584,858320725,2019,10098,0,8089,4100,1710134006,757649,4000,0.0,765741
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta32_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta32_2a_alloc1_MinDis.dzn,SATISFIED,1200.3879941981286,,,MinDis,,,minimize,0.51239,,,7,,4128,100,,,480,1380,1800,,,,,,,0,1830,930,,,900,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta60_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_3a_alloc1_MinDis.dzn,SATISFIED,1200.4420690312982,,,MinDis,,,minimize,0.784908,,,9,,6868,499570,,,800,2300,3000,,,,,,,0,3050,1550,,,1500,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta76_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_10a_alloc1_MinDis.dzn,SATISFIED,1201.1310338880867,38,8089,MinDis,0.375,1198.13,minimize,1.86852,3069957,140.164,38,378592,18211,378592,0.0,2.11,2100,6100,8000,136385,136385,3284382,735199545,2020,10096,0,8088,4100,771987672,848636,4000,0.0,856727
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta61_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta61_3a_alloc1_MinDis.dzn,SATISFIED,1200.6770052872598,29,4044,MinDis,0.187,1198.993,minimize,1.00708,8169361,596.732,29,32539,9116,32539,0.0,0.94,1050,3050,4000,409136,409136,8608468,746543415,1014,5056,0,4043,2050,2044450854,379098,2000,0.0,383144
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta44_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta44_3a_alloc1_MinDis.dzn,SATISFIED,1200.571599232033,3,2431,MinDis,0.113,1199.398,minimize,0.605601,2043021,1035.14,3,128222,5483,128222,0.0,0.94,630,1830,2400,756826,756826,2802072,508482454,612,3050,0,2430,1230,2093885603,247129,1200,0.0,249562
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta69_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,111.01228365302086,35,4048,MinDis,0.186,109.215,minimize,0.963537,544200,109.127,35,0,9120,0,0.0,1.41,1050,3050,4000,48083,48083,627135,45199744,1016,5064,0,4047,2050,1771996940,404806,2000,0.0,408856
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta60_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_3a_alloc1_MinDis.dzn,SATISFIED,1200.5675980281085,9,3051,MinDis,0.142,1199.252,minimize,0.746077,5494177,378.082,9,499570,6868,499570,0.0,0.94,800,2300,3000,1124114,1124114,6625828,284259543,764,3815,0,3050,1550,353837135,232809,1500,0.0,235862
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_10a_alloc1_MinDis.dzn,SATISFIED,1201.1053297445178,33,8098,MinDis,0.389,1198.142,minimize,1.85786,3032858,278.148,33,2524277,18220,2524277,0.0,2.11,2100,6100,8000,138166,138166,3238914,773415669,2018,10114,0,8097,4100,482325910,799992,4000,0.0,808092
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_6a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,708.634824808687,349,8094,MinDis,0.395,704.666,minimize,1.9058,1462438,704.562,349,0,18216,0,0.0,2.11,2100,6100,8000,43830,43830,2183293,155424699,2019,10106,0,8093,4100,1772002961,2107877,4000,0.0,2115973
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta33_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta33_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,6.357682688161731,4,1831,MinDis,0.087,5.427,minimize,0.49023,49294,5.414,4,0,4128,0,0.0,0.42,480,1380,1800,7711,7711,58819,4168604,461,2295,0,1830,930,1508008905,150017,900,0.0,151850
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta56_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta56_4a_alloc1_MinDis.dzn,SATISFIED,1200.4241803716868,,,MinDis,,,minimize,0.759748,,,59,,6864,863428,,,800,2300,3000,,,,,,,0,3046,1550,,,1500,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_6a_alloc1_MinDis.dzn,SATISFIED,1200.63955559209,,,MinDis,,,minimize,1.89002,,,63,,18211,899473,,,2100,6100,8000,,,,,,,0,8088,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta53_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,42.65253257751465,12,3048,MinDis,0.14,41.444,minimize,0.713466,559564,41.427,12,0,6865,0,0.0,0.63,800,2300,3000,32581,32581,601301,56110349,764,3809,0,3047,1550,-1795292497,162071,1500,0.0,165121
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_5a_alloc1_MinDis.dzn,SATISFIED,1201.524575309828,21,8089,MinDis,0.414,1198.117,minimize,1.89071,3718590,109.939,21,1040885,18211,1040885,0.0,2.11,2100,6100,8000,163821,163821,3926137,933885622,2019,10096,0,8088,4100,1339480940,643893,4000,0.0,651984
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta50_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta50_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,260.7564648706466,23,2433,MinDis,0.109,259.699,minimize,0.591746,902889,206.714,23,24,5485,24,0.0,0.63,630,1830,2400,86511,86511,1000194,136673375,604,3054,0,2432,1230,-507775144,271905,1200,0.0,274340
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta68_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_5a_alloc1_MinDis.dzn,SATISFIED,1200.7493309248239,3,4046,MinDis,0.183,1198.995,minimize,1.00886,1753013,807.554,3,1026256,9118,1026256,0.0,0.94,1050,3050,4000,593271,593271,2350144,361565099,1014,5060,0,4045,2050,1006915173,316805,2000,0.0,320853
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_6a_alloc1_MinDis.dzn,SATISFIED,1201.223742481321,39,8094,MinDis,0.382,1198.11,minimize,1.89312,2977527,728.497,39,295808,18216,295808,0.0,2.11,2100,6100,8000,135382,135382,3192927,758367105,2019,10106,0,8093,4100,1017097093,837116,4000,0.0,845212
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta68_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_5a_alloc1_MinDis.dzn,SATISFIED,1200.4949355814606,,,MinDis,,,minimize,1.01519,,,3,,9118,1026256,,,1050,3050,4000,,,,,,,0,4045,2050,,,2000,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_4a_alloc1_MinDis.dzn,SATISFIED,1200.8330168649554,12,3051,MinDis,0.141,1199.24,minimize,0.756907,7322180,14.059,12,49522,6868,49522,0.0,0.63,800,2300,3000,1603452,1603452,8935463,233240000,764,3815,0,3050,1550,-351279877,202273,1500,0.0,205326
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta40_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta40_3a_alloc1_MinDis.dzn,UNKNOWN,1200.6036864127964,0,1829,MinDis,0.081,1199.469,minimize,0.529754,2184930,0.0,0,-1,4126,,0.0,0.94,480,1380,1800,999401,999401,3184649,448774256,454,2291,0,1828,930,653779467,158354,900,0.0,160185
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta59_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_4a_alloc1_MinDis.dzn,SATISFIED,1200.4517280254513,,,MinDis,,,minimize,0.77047,,,23,,6866,150650,,,800,2300,3000,,,,,,,0,3048,1550,,,1500,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta66_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_4a_alloc1_MinDis.dzn,SATISFIED,1200.766447769478,11,4046,MinDis,0.184,1198.986,minimize,1.01296,1902192,112.371,11,183529,9118,183529,0.0,0.94,1050,3050,4000,581713,581713,2495905,294105317,1015,5060,0,4045,2050,-590958455,373361,2000,0.0,377409
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta33_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta33_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,8.722735000774264,4,1831,MinDis,0.085,7.858,minimize,0.483323,66871,7.848,4,0,4128,0,0.0,0.42,480,1380,1800,9391,9391,78088,6366173,460,2295,0,1830,930,1129304425,153091,900,0.0,154924
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta52_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_3a_alloc1_MinDis.dzn,UNKNOWN,1200.444987025112,,,MinDis,,,minimize,0.770298,,,0,,6864,,,,800,2300,3000,,,,,,,0,3046,1550,,,1500,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_10a_alloc1_MinDis.dzn,SATISFIED,1201.1260319054127,34,8094,MinDis,0.408,1198.179,minimize,1.8308,2358276,45.005,34,905273,18216,905273,0.0,2.11,2100,6100,8000,107840,107840,2536083,618198771,2020,10106,0,8093,4100,-903487369,810181,4000,0.0,818277
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta55_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_3a_alloc1_MinDis.dzn,SATISFIED,1200.4630204029381,,,MinDis,,,minimize,0.785464,,,1,,6864,564521,,,800,2300,3000,,,,,,,0,3046,1550,,,1500,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta38_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta38_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,512.9148484040052,2,1831,MinDis,0.082,511.862,minimize,0.516626,1057160,511.788,2,0,4128,0,0.0,0.63,480,1380,1800,452341,452341,1510388,232066227,453,2295,0,1830,930,1771998471,177970,900,0.0,179803
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta57_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_3a_alloc1_MinDis.dzn,SATISFIED,1200.5110147818923,1,3048,MinDis,0.14,1199.225,minimize,0.772555,6348393,0.244,1,1949968,6865,1949968,0.0,0.94,800,2300,3000,1405243,1405243,7755114,241606649,766,3809,0,3047,1550,-2064191942,163744,1500,0.0,166794
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_5a_alloc1_MinDis.dzn,SATISFIED,1201.1230231840163,21,8088,MinDis,0.389,1198.122,minimize,1.88355,3305539,563.692,21,2120811,18210,2120811,0.0,2.11,2100,6100,8000,153562,153562,3502725,896359765,2016,10094,0,8087,4100,483950782,750509,4000,0.0,758599
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta32_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta32_2a_alloc1_MinDis.dzn,SATISFIED,1200.4498641062528,7,1831,MinDis,0.082,1199.535,minimize,0.465124,2195455,363.053,7,100,4128,100,0.0,0.63,480,1380,1800,753300,753300,2952132,408142565,458,2295,0,1830,930,-990216346,225934,900,0.0,227767
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_6a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,152.09232904948294,132,8090,MinDis,0.384,148.467,minimize,1.90307,464340,148.4,132,0,18212,0,0.0,2.11,2100,6100,8000,12805,12805,735679,67494775,2019,10098,0,8089,4100,1772002598,1658123,4000,0.0,1666215
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta67_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_4a_alloc1_MinDis.dzn,SATISFIED,1200.8584540896118,28,4047,MinDis,0.189,1198.998,minimize,1.004969,2639635,305.639,28,249,9119,249,0.0,1.41,1050,3050,4000,441449,441449,3109733,509615302,1012,5062,0,4046,2050,-282859984,427406,2000,0.0,431455
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta68_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_3a_alloc1_MinDis.dzn,SATISFIED,1200.5072437115014,,,MinDis,,,minimize,1.026589,,,20,,9116,34022,,,1050,3050,4000,,,,,,,0,4043,2050,,,2000,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_8a_alloc1_MinDis.dzn,SATISFIED,1201.2347870897502,53,8092,MinDis,0.385,1198.159,minimize,1.83958,2542774,1192.957,53,233167,18214,233167,0.0,2.11,2100,6100,8000,114828,114828,2765877,566323926,2019,10102,0,8091,4100,1008436587,1066841,4000,0.0,1074935
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_9a_alloc1_MinDis.dzn,SATISFIED,1201.1731576733291,17,8090,MinDis,0.385,1198.115,minimize,1.90385,3460158,593.439,17,786376,18212,786376,0.0,2.11,2100,6100,8000,151044,151044,3646775,942060747,2018,10098,0,8089,4100,-1710688589,740742,4000,0.0,748834
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta62_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_5a_alloc1_MinDis.dzn,SATISFIED,1200.7544672023505,3,4050,MinDis,0.191,1198.986,minimize,1.01155,1930583,15.86,3,5209937,9122,5209937,0.0,1.41,1050,3050,4000,685832,685832,2620257,424134280,1014,5068,0,4049,2050,-1770247325,362103,2000,0.0,366155
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta67_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_3a_alloc1_MinDis.dzn,SATISFIED,1200.6476664952934,43,4046,MinDis,0.189,1199.003,minimize,0.995717,10661715,195.15,43,42,9118,42,0.0,0.94,1050,3050,4000,498868,498868,11204542,924399484,1010,5060,0,4045,2050,-1770140923,304321,2000,0.0,308369
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_10a_alloc1_MinDis.dzn,SATISFIED,1200.669343193993,,,MinDis,,,minimize,1.88869,,,139,,18215,26237,,,2100,6100,8000,,,,,,,0,8092,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_5a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,481.7211585249752,124,8085,MinDis,0.38,478.054,minimize,1.8821,1412904,477.969,124,0,18207,0,0.0,2.11,2100,6100,8000,44899,44899,1703663,201069731,2020,10088,0,8084,4100,1772002431,1631027,4000,0.0,1639114
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_7a_alloc1_MinDis.dzn,SATISFIED,1201.3031086064875,86,8088,MinDis,0.383,1198.145,minimize,1.86236,2518875,1125.062,86,86008,18210,86008,0.0,2.11,2100,6100,8000,116200,116200,2809915,427375923,2020,10094,0,8087,4100,-1454388885,1340196,4000,0.0,1348286
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_9a_alloc1_MinDis.dzn,SATISFIED,1200.5457873679698,,,MinDis,,,minimize,1.94022,,,37,,18212,691635,,,2100,6100,8000,,,,,,,0,8089,4100,,,4000,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta38_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta38_3a_alloc1_MinDis.dzn,SATISFIED,1200.5037995893508,6,1832,MinDis,0.085,1199.509,minimize,0.488812,1906518,636.18,6,223142,4129,223142,0.0,0.63,480,1380,1800,1035089,1035089,2944532,494133310,454,2297,0,1831,930,1488695659,170774,900,0.0,172608
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_8a_alloc1_MinDis.dzn,SATISFIED,1201.2364140506834,53,8089,MinDis,0.403,1198.19,minimize,1.82782,1931915,738.402,53,1596047,18211,1596047,0.0,2.11,2100,6100,8000,84601,84601,2124897,593862815,2022,10096,0,8088,4100,-662352626,1100065,4000,0.0,1108156
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta59_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_4a_alloc1_MinDis.dzn,SATISFIED,1200.5980504211038,16,3049,MinDis,0.141,1199.231,minimize,0.767937,4855982,463.859,16,606864,6866,606864,0.0,0.63,800,2300,3000,311384,311384,5179963,523882979,764,3811,0,3048,1550,437105997,249964,1500,0.0,253015
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta64_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta64_3a_alloc1_MinDis.dzn,SATISFIED,1200.8148349039257,15,4037,MinDis,0.181,1199.02,minimize,0.984625,3045822,312.094,15,62073,9109,62073,0.0,0.94,1050,3050,4000,701751,701751,3763550,277165272,1016,5042,0,4036,2050,-450651391,349506,2000,0.0,353545
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta39_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta39_2a_alloc1_MinDis.dzn,SATISFIED,1200.3964230362326,,,MinDis,,,minimize,0.512054,,,2,,4125,1042441,,,480,1380,1800,,,,,,,0,1827,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta32_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta32_2a_alloc1_MinDis.dzn,SATISFIED,1200.5054828450084,7,1831,MinDis,0.085,1199.508,minimize,0.492639,2078473,315.169,7,100,4128,100,0.0,0.63,480,1380,1800,806416,806416,2888259,430316507,459,2295,0,1830,930,1684997716,224763,900,0.0,226596
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta48_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,22.688951037824154,5,2430,MinDis,0.111,21.532,minimize,0.648946,119965,21.513,5,0,5482,0,0.0,0.63,630,1830,2400,14538,14538,137199,14877364,603,3048,0,2429,1230,1771999351,213420,1200,0.0,215852
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta32_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta32_3a_alloc1_MinDis.dzn,SATISFIED,1200.403570216149,,,MinDis,,,minimize,0.517615,,,15,,4129,210,,,480,1380,1800,,,,,,,0,1831,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta37_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta37_3a_alloc1_MinDis.dzn,SATISFIED,1200.4698917157948,4,1833,MinDis,0.083,1199.531,minimize,0.46685,2604654,219.822,4,53734,4130,53734,0.0,0.63,480,1380,1800,1032519,1032519,3639326,408539214,462,2299,0,1832,930,1162698983,163466,900,0.0,165301
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_8a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,923.6118043903261,274,8088,MinDis,0.387,919.472,minimize,1.88412,2438032,919.313,274,0,18210,0,0.0,3.16,2100,6100,8000,143720,143720,3112113,424273894,2020,10094,0,8087,4100,1772010122,2459965,4000,0.0,2468055
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_5a_alloc1_MinDis.dzn,SATISFIED,1201.204229824245,42,8084,MinDis,0.401,1198.143,minimize,1.85267,3085265,1102.604,42,324920,18206,324920,0.0,2.11,2100,6100,8000,135302,135302,3306678,681647357,2020,10086,0,8083,4100,-171329846,1092515,4000,0.0,1100601
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta67_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,14.897290512919426,47,4046,MinDis,0.185,13.196,minimize,1.024729,112435,13.177,47,0,9118,0,0.0,0.94,1050,3050,4000,4647,4647,164434,7475923,1012,5060,0,4045,2050,-310859180,303409,2000,0.0,307457
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta68_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_5a_alloc1_MinDis.dzn,SATISFIED,1200.7229107562453,3,4046,MinDis,0.192,1198.996,minimize,1.00408,1715717,822.535,3,1026256,9118,1026256,0.0,0.94,1050,3050,4000,583473,583473,2303022,356474460,1013,5060,0,4045,2050,1684085783,316732,2000,0.0,320780
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta76_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_7a_alloc1_MinDis.dzn,SATISFIED,1200.7325662598014,,,MinDis,,,minimize,1.90941,,,39,,18208,1786099,,,2100,6100,8000,,,,,,,0,8085,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_5a_alloc1_MinDis.dzn,SATISFIED,1200.6074410807341,,,MinDis,,,minimize,1.82173,,,71,,18211,940448,,,2100,6100,8000,,,,,,,0,8088,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta52_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_3a_alloc1_MinDis.dzn,UNKNOWN,1200.6753244660795,0,3047,MinDis,0.14,1199.221,minimize,0.776384,4737003,0.0,0,-1,6864,,0.0,0.94,800,2300,3000,994163,994163,5731832,231138738,754,3807,0,3046,1550,1148621388,180244,1500,0.0,183293
